session_id,user_id,page,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,sponsored_listing_viewed_cost,banner_viewed_cost,homepage_promo_seen_cost,product_search_view_cost,session_total_cost
S1361,U1102,category,0,0,0,1,0.0,0.0,0.0,0.1,0.1
S1362,U1102,search,1,0,0,0,2.23,0.0,0.0,0.0,2.23
S1363,U1102,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1364,U1102,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1365,U1102,search,0,0,1,0,0.0,0.0,1.51,0.0,1.51
S1366,U1103,search,0,0,1,0,0.0,0.0,1.64,0.0,1.64
S1367,U1103,search,0,1,0,0,0.0,0.88,0.0,0.0,0.88
S1368,U1103,category,0,0,0,1,0.0,0.0,0.0,0.41,0.41
S1369,U1104,category,1,1,0,1,1.17,0.84,0.0,0.16,2.17
S1370,U1104,category,0,0,1,1,0.0,0.0,1.95,0.15,2.1
S1371,U1104,offers,1,0,1,1,2.9,0.0,0.87,0.1,3.87
S1372,U1104,home,1,0,0,1,2.08,0.0,0.0,0.21,2.29
S1373,U1104,home,0,1,1,0,0.0,0.72,1.04,0.0,1.76
S1374,U1105,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1375,U1105,offers,0,0,0,1,0.0,0.0,0.0,0.07,0.07
S1376,U1105,home,0,1,0,1,0.0,0.27,0.0,0.27,0.54
S1377,U1105,search,0,0,0,1,0.0,0.0,0.0,0.3,0.3
S1378,U1105,offers,1,1,0,1,2.8,0.78,0.0,0.22,3.8
S1379,U1106,search,1,0,0,1,2.74,0.0,0.0,0.06,2.8
S1380,U1106,search,0,1,0,1,0.0,0.66,0.0,0.23,0.89
S1381,U1106,home,0,0,0,1,0.0,0.0,0.0,0.17,0.17
S1382,U1107,search,0,1,1,0,0.0,0.18,0.54,0.0,0.72
S1383,U1107,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1384,U1107,search,0,1,1,1,0.0,0.69,1.77,0.35,2.81
S1385,U1107,home,0,0,1,1,0.0,0.0,1.23,0.42,1.65
S1386,U1107,category,1,0,1,0,1.16,0.0,1.34,0.0,2.5
S1387,U1108,offers,1,0,1,1,1.03,0.0,0.37,0.45,1.85
S1388,U1108,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1389,U1108,home,1,1,1,0,2.92,0.5,1.43,0.0,4.85
S1390,U1108,category,0,1,0,0,0.0,0.22,0.0,0.0,0.22
S1391,U1108,search,0,1,0,1,0.0,0.74,0.0,0.35,1.09
S1392,U1109,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1393,U1109,product,0,1,0,0,0.0,0.79,0.0,0.0,0.79
S1394,U1109,search,0,0,1,0,0.0,0.0,2.0,0.0,2.0
S1395,U1110,search,0,0,1,1,0.0,0.0,0.87,0.15,1.02
S1396,U1110,search,0,0,0,1,0.0,0.0,0.0,0.06,0.06
S1397,U1110,search,0,0,1,1,0.0,0.0,1.17,0.32,1.49
S1398,U1110,home,0,0,0,1,0.0,0.0,0.0,0.46,0.46
S1399,U1111,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1400,U1111,search,0,1,0,0,0.0,0.44,0.0,0.0,0.44
S1401,U1112,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1402,U1112,offers,0,0,1,0,0.0,0.0,1.65,0.0,1.65
S1403,U1112,search,0,1,1,0,0.0,0.7,1.62,0.0,2.32
S1404,U1113,search,0,1,0,0,0.0,0.35,0.0,0.0,0.35
S1405,U1113,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1406,U1114,search,0,0,1,1,0.0,0.0,0.96,0.38,1.34
S1407,U1114,offers,0,0,1,0,0.0,0.0,0.6,0.0,0.6
S1408,U1115,home,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S1409,U1115,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1410,U1115,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1411,U1115,category,0,1,0,0,0.0,0.87,0.0,0.0,0.87
S1412,U1115,product,0,1,0,1,0.0,0.45,0.0,0.5,0.95
S1413,U1116,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1414,U1116,product,0,0,0,1,0.0,0.0,0.0,0.22,0.22
S1415,U1116,home,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S1416,U1116,home,0,1,0,1,0.0,0.82,0.0,0.34,1.16
S1417,U1116,offers,0,0,0,1,0.0,0.0,0.0,0.28,0.28
S1418,U1117,search,0,0,1,0,0.0,0.0,1.69,0.0,1.69
S1419,U1117,home,1,0,0,0,1.79,0.0,0.0,0.0,1.79
S1420,U1117,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1421,U1118,category,0,0,1,1,0.0,0.0,1.14,0.22,1.36
S1422,U1118,product,0,0,0,1,0.0,0.0,0.0,0.41,0.41
S1423,U1119,product,0,0,1,0,0.0,0.0,1.14,0.0,1.14
S1424,U1119,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1425,U1119,product,0,0,0,1,0.0,0.0,0.0,0.2,0.2
S1426,U1119,home,0,1,1,0,0.0,0.77,0.29,0.0,1.06
S1427,U1120,category,1,0,0,1,1.03,0.0,0.0,0.38,1.41
S1428,U1120,product,0,0,1,1,0.0,0.0,1.64,0.44,2.08
S1429,U1120,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1430,U1121,home,0,1,0,0,0.0,0.5,0.0,0.0,0.5
S1431,U1121,search,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S1432,U1121,home,0,0,1,0,0.0,0.0,1.09,0.0,1.09
S1433,U1122,home,0,1,0,1,0.0,0.99,0.0,0.49,1.48
S1434,U1122,home,1,0,0,1,2.05,0.0,0.0,0.49,2.54
S1435,U1122,product,0,1,0,1,0.0,0.8,0.0,0.11,0.91
S1436,U1122,search,0,0,0,1,0.0,0.0,0.0,0.13,0.13
S1437,U1123,product,0,1,0,1,0.0,0.8,0.0,0.32,1.12
S1438,U1123,search,1,0,0,0,1.93,0.0,0.0,0.0,1.93
S1439,U1123,search,0,1,0,0,0.0,0.11,0.0,0.0,0.11
S1440,U1123,product,0,1,0,0,0.0,0.25,0.0,0.0,0.25
S1441,U1124,product,1,0,1,1,2.85,0.0,0.24,0.3,3.39
S1442,U1124,product,1,1,0,1,0.88,0.73,0.0,0.07,1.68
S1443,U1124,home,0,1,1,0,0.0,0.73,1.25,0.0,1.98
S1444,U1124,search,0,0,0,1,0.0,0.0,0.0,0.24,0.24
S1445,U1125,offers,0,1,0,1,0.0,0.68,0.0,0.29,0.97
S1446,U1125,product,0,1,0,1,0.0,0.6,0.0,0.19,0.79
S1447,U1125,home,1,1,0,0,2.28,0.96,0.0,0.0,3.24
S1448,U1125,category,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S1449,U1126,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1450,U1126,product,0,1,0,0,0.0,0.88,0.0,0.0,0.88
S1451,U1127,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1452,U1127,home,0,1,0,0,0.0,0.4,0.0,0.0,0.4
S1453,U1127,home,1,0,1,0,2.98,0.0,1.42,0.0,4.4
S1454,U1127,home,0,1,0,0,0.0,0.6,0.0,0.0,0.6
S1455,U1127,product,0,1,0,1,0.0,0.72,0.0,0.28,1.0
S1456,U1128,search,0,0,0,1,0.0,0.0,0.0,0.48,0.48
S1457,U1128,search,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S1458,U1128,category,0,1,0,1,0.0,0.88,0.0,0.21,1.09
S1459,U1128,offers,0,0,1,1,0.0,0.0,0.68,0.39,1.07
S1460,U1129,search,1,0,0,0,1.58,0.0,0.0,0.0,1.58
S1461,U1129,category,0,0,0,1,0.0,0.0,0.0,0.08,0.08
S1462,U1130,offers,0,0,1,0,0.0,0.0,0.81,0.0,0.81
S1463,U1130,home,0,1,1,1,0.0,0.19,1.05,0.41,1.65
S1464,U1130,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1465,U1130,offers,1,1,1,1,0.94,0.78,0.69,0.42,2.83
S1466,U1130,home,0,0,1,1,0.0,0.0,0.55,0.05,0.6
S1467,U1131,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1468,U1131,product,0,0,1,1,0.0,0.0,1.9,0.06,1.96
S1469,U1131,category,0,0,0,1,0.0,0.0,0.0,0.35,0.35
S1470,U1131,offers,1,0,0,0,2.21,0.0,0.0,0.0,2.21
S1471,U1131,product,0,1,0,0,0.0,0.63,0.0,0.0,0.63
S1472,U1132,home,0,1,1,1,0.0,0.51,1.03,0.44,1.98
S1473,U1132,search,1,1,1,0,2.24,0.33,1.41,0.0,3.98
S1474,U1132,offers,1,0,1,1,1.32,0.0,1.46,0.15,2.93
S1475,U1132,category,0,1,1,0,0.0,0.3,1.76,0.0,2.06
S1476,U1132,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1477,U1133,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1478,U1133,home,0,1,0,0,0.0,0.36,0.0,0.0,0.36
S1479,U1134,product,0,1,1,1,0.0,0.27,0.86,0.36,1.49
S1480,U1134,search,0,0,1,0,0.0,0.0,1.33,0.0,1.33
S1481,U1134,category,0,1,0,1,0.0,0.89,0.0,0.27,1.16
S1482,U1134,product,0,0,0,1,0.0,0.0,0.0,0.1,0.1
S1483,U1134,category,0,1,0,1,0.0,0.41,0.0,0.33,0.74
S1484,U1135,search,0,0,0,1,0.0,0.0,0.0,0.3,0.3
S1485,U1135,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1486,U1135,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1487,U1136,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1488,U1136,category,0,1,1,1,0.0,0.71,1.9,0.48,3.09
S1489,U1136,offers,1,0,0,0,2.33,0.0,0.0,0.0,2.33
S1490,U1136,home,0,0,1,0,0.0,0.0,1.15,0.0,1.15
S1491,U1136,offers,0,1,0,1,0.0,0.64,0.0,0.49,1.13
S1492,U1137,product,1,0,0,1,1.77,0.0,0.0,0.12,1.89
S1493,U1137,home,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S1494,U1137,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1495,U1137,home,0,0,0,1,0.0,0.0,0.0,0.41,0.41
S1496,U1138,category,0,1,0,0,0.0,0.22,0.0,0.0,0.22
S1497,U1138,category,1,0,1,1,2.72,0.0,1.35,0.46,4.53
S1498,U1138,category,0,0,1,0,0.0,0.0,0.3,0.0,0.3
S1499,U1139,home,1,0,0,0,1.89,0.0,0.0,0.0,1.89
S1500,U1139,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1501,U1139,category,1,1,0,0,2.84,0.81,0.0,0.0,3.65
S1502,U1140,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1503,U1140,home,0,1,0,1,0.0,0.21,0.0,0.36,0.57
S1504,U1141,search,1,0,0,1,1.74,0.0,0.0,0.09,1.83
S1505,U1141,search,1,0,0,0,0.74,0.0,0.0,0.0,0.74
S1506,U1141,product,1,0,0,0,0.9,0.0,0.0,0.0,0.9
S1507,U1141,category,1,1,0,1,0.94,0.24,0.0,0.42,1.6
S1508,U1141,category,0,0,1,0,0.0,0.0,1.55,0.0,1.55
S1509,U1142,product,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S1510,U1142,offers,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S1511,U1143,offers,1,0,0,0,1.09,0.0,0.0,0.0,1.09
S1512,U1143,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1513,U1143,product,0,1,0,1,0.0,0.11,0.0,0.07,0.18
S1514,U1143,search,0,1,0,1,0.0,0.91,0.0,0.13,1.04
S1515,U1144,home,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S1516,U1144,search,1,0,1,0,1.99,0.0,1.87,0.0,3.86
S1517,U1144,category,0,0,1,0,0.0,0.0,1.98,0.0,1.98
S1518,U1145,product,0,1,0,0,0.0,0.31,0.0,0.0,0.31
S1519,U1145,home,1,0,1,0,2.05,0.0,0.41,0.0,2.46
S1520,U1145,offers,0,1,1,0,0.0,0.69,1.71,0.0,2.4
S1521,U1145,product,0,1,1,0,0.0,0.59,0.91,0.0,1.5
S1522,U1146,offers,0,0,1,1,0.0,0.0,0.87,0.45,1.32
S1523,U1146,category,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S1524,U1147,search,1,0,1,0,2.43,0.0,1.67,0.0,4.1
S1525,U1147,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1526,U1147,category,0,0,1,1,0.0,0.0,0.35,0.07,0.42
S1527,U1147,offers,0,1,0,1,0.0,0.68,0.0,0.46,1.14
S1528,U1147,home,1,0,1,0,2.03,0.0,0.7,0.0,2.73
S1529,U1148,offers,0,0,1,0,0.0,0.0,1.96,0.0,1.96
S1530,U1148,offers,1,1,1,1,2.36,0.93,0.71,0.21,4.21
S1531,U1148,search,0,0,1,1,0.0,0.0,1.41,0.33,1.74
S1532,U1148,home,1,0,0,0,1.84,0.0,0.0,0.0,1.84
S1533,U1149,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1534,U1149,product,1,0,0,1,2.4,0.0,0.0,0.3,2.7
S1535,U1149,product,0,0,1,0,0.0,0.0,0.67,0.0,0.67
S1536,U1150,home,0,1,1,0,0.0,0.89,0.93,0.0,1.82
S1537,U1150,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1538,U1150,product,0,0,1,1,0.0,0.0,0.49,0.5,0.99
S1539,U1150,product,0,0,1,0,0.0,0.0,1.65,0.0,1.65
S1540,U1151,product,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S1541,U1151,category,0,0,1,1,0.0,0.0,0.86,0.26,1.12
S1542,U1152,search,0,0,0,1,0.0,0.0,0.0,0.46,0.46
S1543,U1152,category,0,1,1,0,0.0,0.17,0.55,0.0,0.72
S1544,U1152,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1545,U1152,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1546,U1153,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1547,U1153,home,0,0,0,1,0.0,0.0,0.0,0.22,0.22
S1548,U1153,offers,1,1,0,1,1.07,0.88,0.0,0.37,2.32
S1549,U1153,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1550,U1154,offers,0,0,1,0,0.0,0.0,0.74,0.0,0.74
S1551,U1154,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1552,U1155,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1553,U1155,home,0,0,0,1,0.0,0.0,0.0,0.21,0.21
S1554,U1156,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1555,U1156,home,0,1,0,1,0.0,0.97,0.0,0.45,1.42
S1556,U1156,category,0,1,1,0,0.0,0.14,0.93,0.0,1.07
S1557,U1156,search,0,0,1,0,0.0,0.0,1.02,0.0,1.02
S1558,U1157,home,0,1,0,1,0.0,0.29,0.0,0.34,0.63
S1559,U1157,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1560,U1158,product,1,1,0,0,0.72,0.33,0.0,0.0,1.05
S1561,U1158,product,0,1,0,1,0.0,0.53,0.0,0.41,0.94
S1562,U1158,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1563,U1158,search,0,0,0,1,0.0,0.0,0.0,0.32,0.32
S1564,U1159,home,1,0,1,1,0.69,0.0,0.3,0.3,1.29
S1565,U1159,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1566,U1159,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1567,U1160,search,0,1,0,0,0.0,0.22,0.0,0.0,0.22
S1568,U1160,product,0,0,1,1,0.0,0.0,0.24,0.27,0.51
S1569,U1160,product,0,0,1,1,0.0,0.0,0.84,0.27,1.11
S1570,U1160,search,0,0,1,1,0.0,0.0,1.31,0.21,1.52
S1571,U1160,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1572,U1161,home,1,1,1,0,1.53,0.22,0.91,0.0,2.66
S1573,U1161,home,0,0,1,0,0.0,0.0,0.78,0.0,0.78
S1574,U1161,offers,0,0,1,0,0.0,0.0,1.28,0.0,1.28
S1575,U1161,category,0,1,0,1,0.0,0.61,0.0,0.25,0.86
S1576,U1162,search,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S1577,U1162,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1578,U1163,offers,1,1,0,1,2.17,0.41,0.0,0.24,2.82
S1579,U1163,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1580,U1163,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1581,U1164,product,0,1,0,0,0.0,0.39,0.0,0.0,0.39
S1582,U1164,product,1,0,0,1,0.72,0.0,0.0,0.48,1.2
S1583,U1164,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1584,U1164,offers,0,1,0,0,0.0,0.42,0.0,0.0,0.42
S1585,U1165,offers,0,1,1,0,0.0,0.53,0.73,0.0,1.26
S1586,U1165,category,0,1,1,0,0.0,0.46,1.61,0.0,2.07
S1587,U1166,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1588,U1166,home,0,1,1,1,0.0,0.44,0.74,0.34,1.52
S1589,U1166,home,1,0,0,1,0.66,0.0,0.0,0.14,0.8
S1590,U1166,home,0,1,1,1,0.0,0.56,0.42,0.11,1.09
S1591,U1166,search,0,0,0,1,0.0,0.0,0.0,0.17,0.17
S1592,U1167,product,0,1,1,0,0.0,0.43,0.99,0.0,1.42
S1593,U1167,product,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S1594,U1167,category,0,1,0,0,0.0,0.26,0.0,0.0,0.26
S1595,U1167,home,0,0,0,1,0.0,0.0,0.0,0.5,0.5
S1596,U1167,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1597,U1168,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1598,U1168,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1599,U1168,search,0,0,1,1,0.0,0.0,0.82,0.3,1.12
S1600,U1168,category,1,0,1,1,1.94,0.0,0.74,0.33,3.01
S1601,U1169,product,1,0,0,0,1.01,0.0,0.0,0.0,1.01
S1602,U1169,home,0,0,1,1,0.0,0.0,1.9,0.1,2.0
S1603,U1169,home,0,0,0,1,0.0,0.0,0.0,0.14,0.14
S1604,U1170,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1605,U1170,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1606,U1170,offers,1,0,1,1,2.78,0.0,0.96,0.38,4.12
S1607,U1171,search,0,0,1,0,0.0,0.0,0.45,0.0,0.45
S1608,U1171,search,0,1,1,0,0.0,0.25,0.6,0.0,0.85
S1609,U1171,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1610,U1171,product,0,1,0,0,0.0,0.27,0.0,0.0,0.27
S1611,U1171,home,1,0,0,0,2.73,0.0,0.0,0.0,2.73
S1612,U1172,home,0,1,1,1,0.0,0.96,1.56,0.49,3.01
S1613,U1172,search,0,0,0,1,0.0,0.0,0.0,0.12,0.12
S1614,U1173,home,1,1,0,1,2.97,0.22,0.0,0.48,3.67
S1615,U1173,home,1,1,0,0,0.95,0.39,0.0,0.0,1.34
S1616,U1173,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1617,U1173,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1618,U1173,product,0,1,0,0,0.0,0.14,0.0,0.0,0.14
S1619,U1174,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1620,U1174,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1621,U1174,home,1,1,0,0,2.71,0.65,0.0,0.0,3.36
S1622,U1174,search,0,1,1,0,0.0,0.21,0.94,0.0,1.15
S1623,U1175,product,0,0,1,1,0.0,0.0,0.75,0.3,1.05
S1624,U1175,offers,1,1,0,1,1.43,0.92,0.0,0.45,2.8
S1625,U1175,search,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S1626,U1175,search,0,0,1,0,0.0,0.0,0.59,0.0,0.59
S1627,U1175,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1628,U1176,category,0,1,1,1,0.0,0.52,0.65,0.08,1.25
S1629,U1176,offers,0,0,0,1,0.0,0.0,0.0,0.06,0.06
S1630,U1176,offers,0,0,0,1,0.0,0.0,0.0,0.46,0.46
S1631,U1176,home,0,0,1,1,0.0,0.0,0.79,0.06,0.85
S1632,U1177,search,0,0,1,0,0.0,0.0,0.7,0.0,0.7
S1633,U1177,product,0,0,1,1,0.0,0.0,1.86,0.24,2.1
S1634,U1177,product,0,1,0,1,0.0,0.93,0.0,0.17,1.1
S1635,U1177,product,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S1636,U1177,product,1,0,0,1,2.63,0.0,0.0,0.4,3.03
S1637,U1178,product,1,0,1,1,2.13,0.0,0.79,0.47,3.39
S1638,U1178,search,1,0,0,0,0.59,0.0,0.0,0.0,0.59
S1639,U1178,search,0,0,1,0,0.0,0.0,0.45,0.0,0.45
S1640,U1179,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1641,U1179,home,0,1,1,1,0.0,0.41,0.94,0.07,1.42
S1642,U1179,category,0,1,0,0,0.0,0.25,0.0,0.0,0.25
S1643,U1179,search,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S1644,U1179,offers,0,0,1,0,0.0,0.0,0.62,0.0,0.62
S1645,U1180,home,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S1646,U1180,offers,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S1647,U1180,product,0,1,0,0,0.0,0.38,0.0,0.0,0.38
S1648,U1181,product,1,1,0,0,2.33,0.21,0.0,0.0,2.54
S1649,U1181,home,1,0,1,0,2.09,0.0,0.9,0.0,2.99
S1650,U1181,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1651,U1181,search,0,0,0,1,0.0,0.0,0.0,0.17,0.17
S1652,U1182,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1653,U1182,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1654,U1182,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1655,U1182,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1656,U1182,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1657,U1183,home,1,0,1,1,2.37,0.0,1.98,0.09,4.44
S1658,U1183,search,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S1659,U1183,search,1,0,1,0,0.71,0.0,0.74,0.0,1.45
S1660,U1183,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1661,U1183,search,1,1,1,0,1.89,0.93,1.55,0.0,4.37
S1662,U1184,category,1,0,1,1,2.51,0.0,0.44,0.45,3.4
S1663,U1184,offers,1,0,1,0,1.96,0.0,1.13,0.0,3.09
S1664,U1184,product,0,0,1,1,0.0,0.0,0.95,0.24,1.19
S1665,U1185,offers,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S1666,U1185,offers,0,0,1,1,0.0,0.0,0.38,0.13,0.51
S1667,U1185,search,0,0,0,1,0.0,0.0,0.0,0.4,0.4
S1668,U1185,search,1,0,1,0,1.26,0.0,1.47,0.0,2.73
S1669,U1185,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1670,U1186,category,0,1,1,1,0.0,0.92,0.96,0.13,2.01
S1671,U1186,home,0,1,1,0,0.0,0.94,0.39,0.0,1.33
S1672,U1187,home,0,0,1,0,0.0,0.0,0.94,0.0,0.94
S1673,U1187,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1674,U1187,offers,0,0,1,0,0.0,0.0,1.79,0.0,1.79
S1675,U1187,product,0,0,0,1,0.0,0.0,0.0,0.07,0.07
S1676,U1187,search,0,1,1,1,0.0,0.36,0.45,0.23,1.04
S1677,U1188,offers,0,0,0,1,0.0,0.0,0.0,0.33,0.33
S1678,U1188,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1679,U1188,product,1,1,1,0,1.2,0.86,0.52,0.0,2.58
S1680,U1189,product,0,0,1,0,0.0,0.0,1.08,0.0,1.08
S1681,U1189,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1682,U1189,product,0,1,1,1,0.0,0.39,0.89,0.35,1.63
S1683,U1189,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1684,U1190,product,1,0,0,1,1.75,0.0,0.0,0.27,2.02
S1685,U1190,offers,0,0,1,1,0.0,0.0,0.46,0.19,0.65
S1686,U1191,search,1,0,0,0,2.28,0.0,0.0,0.0,2.28
S1687,U1191,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1688,U1191,search,0,1,0,1,0.0,0.76,0.0,0.29,1.05
S1689,U1191,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1690,U1191,product,0,1,0,0,0.0,0.71,0.0,0.0,0.71
S1691,U1192,search,1,0,0,1,2.7,0.0,0.0,0.48,3.18
S1692,U1192,product,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S1693,U1192,product,0,1,0,0,0.0,0.88,0.0,0.0,0.88
S1694,U1192,product,1,0,0,0,2.47,0.0,0.0,0.0,2.47
S1695,U1193,search,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S1696,U1193,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1697,U1194,home,0,0,0,1,0.0,0.0,0.0,0.38,0.38
S1698,U1194,offers,0,1,0,0,0.0,0.79,0.0,0.0,0.79
S1699,U1194,home,0,1,1,1,0.0,0.3,1.53,0.48,2.31
S1700,U1195,category,0,0,0,1,0.0,0.0,0.0,0.44,0.44
S1701,U1195,search,1,0,0,0,1.31,0.0,0.0,0.0,1.31
S1702,U1195,offers,0,0,1,1,0.0,0.0,1.5,0.09,1.59
S1703,U1195,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1704,U1196,product,0,0,1,0,0.0,0.0,0.69,0.0,0.69
S1705,U1196,home,1,1,0,1,0.83,0.38,0.0,0.22,1.43
S1706,U1196,product,1,1,0,0,1.19,0.97,0.0,0.0,2.16
S1707,U1196,search,0,1,1,1,0.0,0.8,1.31,0.06,2.17
S1708,U1197,category,0,1,0,0,0.0,0.45,0.0,0.0,0.45
S1709,U1197,search,0,0,1,0,0.0,0.0,0.31,0.0,0.31
S1710,U1197,category,1,0,0,0,1.47,0.0,0.0,0.0,1.47
S1711,U1198,search,0,0,1,1,0.0,0.0,0.79,0.31,1.1
S1712,U1198,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1713,U1198,offers,1,0,0,0,0.98,0.0,0.0,0.0,0.98
S1714,U1199,home,0,0,0,1,0.0,0.0,0.0,0.1,0.1
S1715,U1199,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1716,U1199,home,0,0,1,0,0.0,0.0,1.33,0.0,1.33
S1717,U1200,offers,0,1,0,0,0.0,0.49,0.0,0.0,0.49
S1718,U1200,product,0,0,1,0,0.0,0.0,1.13,0.0,1.13
S1719,U1200,product,0,0,1,0,0.0,0.0,1.91,0.0,1.91
S1720,U1201,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1721,U1201,category,0,1,0,1,0.0,0.47,0.0,0.16,0.63
S1722,U1202,home,0,1,1,0,0.0,0.75,1.84,0.0,2.59
S1723,U1202,category,1,0,0,0,1.63,0.0,0.0,0.0,1.63
S1724,U1203,home,0,0,1,0,0.0,0.0,1.4,0.0,1.4
