transaction_id,visit_id,user_id,order_id,purchase_date,payment_method,
TX1398,V3386,U1333,ORD1398,27-05-2025 07:12,credit_card,
TX1399,V3387,U1333,ORD1399,01-05-2025 22:51,paypal,
TX1400,V3388,U1333,ORD1400,30-04-2025 21:28,credit_card,
TX1401,V3468,U1344,ORD1401,13-03-2025 08:05,credit_card,
TX1402,V3471,U1344,ORD1402,13-05-2025 04:27,COD,
TX1403,V3477,U1346,ORD1403,07-04-2025 21:11,COD,
TX1404,V3478,U1346,ORD1404,30-03-2025 14:47,paypal,
TX1405,V3482,U1346,ORD1405,31-03-2025 01:38,wallet,
TX1406,V3504,U1350,ORD1406,14-05-2025 21:28,wallet,
TX1407,V3505,U1350,ORD1407,19-04-2025 14:11,wallet,
TX1408,V3507,U1350,ORD1408,14-04-2025 13:24,wallet,
TX1409,V3508,U1351,ORD1409,14-04-2025 22:25,credit_card,
TX1410,V3509,U1351,ORD1410,25-05-2025 22:43,wallet,
TX1411,V3510,U1351,ORD1411,02-04-2025 04:48,paypal,
TX1412,V3537,U1355,ORD1412,22-04-2025 13:19,wallet,
TX1413,V3539,U1355,ORD1413,18-05-2025 06:16,wallet,
TX1414,V3540,U1355,ORD1414,26-03-2025 06:33,paypal,
TX1415,V3545,U1357,ORD1415,30-04-2025 08:04,credit_card,
TX1416,V3546,U1357,ORD1416,09-04-2025 20:15,wallet,
TX1417,V3549,U1357,ORD1417,04-03-2025 00:12,COD,
TX1418,V3550,U1357,ORD1418,13-04-2025 01:19,wallet,
TX1419,V3552,U1357,ORD1419,24-05-2025 23:07,paypal,
TX1420,V3553,U1357,ORD1420,01-04-2025 10:33,paypal,
TX1421,V3569,U1359,ORD1421,27-05-2025 18:51,paypal,
TX1422,V3576,U1361,ORD1422,18-04-2025 04:43,credit_card,
TX1423,V3577,U1361,ORD1423,14-05-2025 22:11,paypal,
TX1424,V3578,U1361,ORD1424,08-04-2025 23:13,COD,
TX1425,V3579,U1361,ORD1425,13-03-2025 00:09,credit_card,
TX1426,V3580,U1361,ORD1426,08-03-2025 07:16,paypal,
TX1427,V3585,U1362,ORD1427,23-03-2025 21:39,wallet,
TX1428,V3586,U1363,ORD1428,26-05-2025 06:53,wallet,
TX1429,V3587,U1363,ORD1429,27-03-2025 13:11,wallet,
TX1430,V3599,U1365,ORD1430,18-03-2025 17:54,credit_card,
TX1431,V3600,U1365,ORD1431,25-03-2025 00:16,COD,
TX1432,V3601,U1365,ORD1432,12-04-2025 20:24,wallet,
TX1433,V3602,U1365,ORD1433,25-04-2025 11:35,wallet,
TX1434,V3604,U1365,ORD1434,20-05-2025 02:35,COD,
TX1435,V3606,U1365,ORD1435,31-03-2025 00:00,credit_card,
TX1436,V3635,U1370,ORD1436,04-04-2025 14:03,paypal,
TX1437,V3637,U1370,ORD1437,02-04-2025 01:21,wallet,
TX1438,V3638,U1370,ORD1438,28-05-2025 23:49,paypal,
TX1439,V3641,U1370,ORD1439,01-05-2025 00:34,wallet,
TX1440,V3642,U1371,ORD1440,01-03-2025 21:58,wallet,
TX1441,V3643,U1371,ORD1441,03-03-2025 02:19,COD,
TX1442,V3646,U1371,ORD1442,07-05-2025 21:56,wallet,
TX1443,V3680,U1377,ORD1443,29-04-2025 10:08,credit_card,
TX1444,V3683,U1377,ORD1444,08-04-2025 21:56,COD,
TX1445,V3684,U1377,ORD1445,25-05-2025 12:03,wallet,
TX1446,V3686,U1377,ORD1446,18-04-2025 20:07,COD,
TX1447,V3687,U1377,ORD1447,25-04-2025 05:45,COD,
TX1448,V3688,U1377,ORD1448,05-05-2025 06:32,COD,
TX1449,V3710,U1380,ORD1449,23-05-2025 09:38,COD,
TX1450,V3711,U1380,ORD1450,01-04-2025 19:38,COD,
TX1451,V3713,U1380,ORD1451,29-03-2025 11:32,paypal,
TX1452,V3714,U1380,ORD1452,06-05-2025 16:55,credit_card,
TX1453,V3715,U1381,ORD1453,17-04-2025 04:13,wallet,
TX1454,V3716,U1381,ORD1454,05-04-2025 16:17,COD,
TX1455,V3717,U1381,ORD1455,14-05-2025 01:38,credit_card,
TX1456,V3718,U1381,ORD1456,26-05-2025 15:24,credit_card,
TX1457,V3719,U1382,ORD1457,23-03-2025 01:14,paypal,
TX1458,V3720,U1382,ORD1458,29-03-2025 06:37,COD,
TX1459,V3723,U1382,ORD1459,02-03-2025 01:01,COD,
TX1460,V3826,U1398,ORD1460,01-05-2025 04:37,COD,
TX1461,V3827,U1398,ORD1461,12-04-2025 09:37,COD,
TX1462,V3828,U1398,ORD1462,17-03-2025 17:08,credit_card,
TX1463,V3829,U1398,ORD1463,14-04-2025 21:36,credit_card,
TX1464,V3830,U1398,ORD1464,17-05-2025 04:56,COD,
TX1465,V3894,U1408,ORD1465,17-05-2025 12:54,COD,
TX1466,V3913,U1411,ORD1466,18-04-2025 17:56,wallet,
TX1467,V3916,U1411,ORD1467,29-05-2025 22:31,wallet,
TX1468,V3919,U1411,ORD1468,23-03-2025 22:31,paypal,
TX1469,V4024,U1425,ORD1469,19-03-2025 07:26,wallet,
TX1470,V4049,U1428,ORD1470,01-04-2025 07:47,credit_card,
TX1471,V4051,U1429,ORD1471,05-05-2025 12:04,paypal,
TX1472,V4053,U1429,ORD1472,26-04-2025 18:03,credit_card,
TX1473,V4054,U1429,ORD1473,01-04-2025 13:05,credit_card,
TX1474,V4055,U1429,ORD1474,20-03-2025 19:57,wallet,
TX1475,V4056,U1429,ORD1475,10-05-2025 15:11,paypal,
TX1476,V4057,U1429,ORD1476,16-04-2025 01:26,credit_card,
TX1477,V4058,U1429,ORD1477,22-03-2025 06:00,COD,
TX1478,V4059,U1429,ORD1478,16-03-2025 02:29,paypal,
TX1479,V4060,U1429,ORD1479,07-03-2025 20:03,wallet,
TX1480,V4069,U1430,ORD1480,29-03-2025 14:52,credit_card,
TX1481,V4074,U1432,ORD1481,30-03-2025 17:06,COD,
TX1482,V4078,U1432,ORD1482,26-03-2025 06:31,paypal,
TX1483,V4079,U1432,ORD1483,28-05-2025 16:04,COD,
TX1484,V4081,U1432,ORD1484,15-04-2025 10:49,COD,
TX1485,V4097,U1436,ORD1485,25-04-2025 03:10,COD,
TX1486,V4098,U1436,ORD1486,07-04-2025 00:12,wallet,
TX1487,V4100,U1436,ORD1487,19-04-2025 06:19,paypal,
TX1488,V4122,U1439,ORD1488,09-05-2025 19:45,paypal,
TX1489,V4125,U1439,ORD1489,28-03-2025 13:26,COD,
TX1490,V4126,U1439,ORD1490,17-03-2025 15:00,COD,
TX1491,V4168,U1445,ORD1491,20-04-2025 09:12,wallet,
TX1492,V4170,U1445,ORD1492,03-04-2025 00:53,wallet,
TX1493,V4171,U1445,ORD1493,02-05-2025 12:31,COD,
TX1494,V4205,U1449,ORD1494,22-05-2025 20:15,wallet,
TX1495,V4206,U1449,ORD1495,18-04-2025 03:26,credit_card,
TX1496,V4208,U1449,ORD1496,30-04-2025 19:59,credit_card,
TX1497,V4215,U1451,ORD1497,04-03-2025 03:25,COD,
TX1498,V4216,U1451,ORD1498,15-05-2025 00:27,paypal,
TX1499,V4217,U1451,ORD1499,13-03-2025 08:04,paypal,
TX1500,V4293,U1462,ORD1500,07-04-2025 17:09,COD,
TX1501,V4294,U1462,ORD1501,30-04-2025 13:08,wallet,
TX1502,V4303,U1464,ORD1502,17-04-2025 19:10,wallet,
TX1503,V4304,U1464,ORD1503,30-05-2025 21:00,paypal,
TX1504,V4305,U1464,ORD1504,09-04-2025 22:36,COD,
TX1505,V4307,U1464,ORD1505,19-04-2025 12:44,credit_card,
TX1506,V4310,U1465,ORD1506,27-05-2025 01:11,COD,
TX1507,V4312,U1465,ORD1507,08-04-2025 03:42,paypal,
TX1508,V4329,U1468,ORD1508,09-05-2025 03:24,credit_card,
TX1509,V4332,U1468,ORD1509,16-03-2025 07:35,wallet,
TX1510,V4333,U1468,ORD1510,29-04-2025 05:46,paypal,
TX1511,V4334,U1468,ORD1511,07-05-2025 00:59,wallet,
TX1512,V4430,U1481,ORD1512,29-03-2025 01:12,COD,
TX1513,V4462,U1486,ORD1513,10-05-2025 13:57,COD,
TX1514,V4463,U1486,ORD1514,05-03-2025 08:58,wallet,
TX1515,V4465,U1486,ORD1515,10-03-2025 13:56,wallet,
TX1516,V4491,U1490,ORD1516,08-05-2025 15:58,credit_card,
TX1517,V4493,U1490,ORD1517,31-05-2025 11:12,wallet,
TX1518,V4513,U1493,ORD1518,23-05-2025 18:24,credit_card,
TX1519,V4514,U1493,ORD1519,08-04-2025 14:55,wallet,
TX1520,V4515,U1493,ORD1520,13-05-2025 09:08,paypal,
TX1521,V4516,U1493,ORD1521,02-04-2025 02:12,credit_card,
TX1522,V4517,U1493,ORD1522,29-04-2025 02:56,paypal,
TX1523,V4520,U1493,ORD1523,02-04-2025 07:49,COD,
TX1524,V4522,U1493,ORD1524,06-05-2025 08:53,paypal,
TX1525,V4525,U1494,ORD1525,29-04-2025 11:52,wallet,
TX1526,V4527,U1494,ORD1526,09-04-2025 05:08,credit_card,
TX1527,V4528,U1494,ORD1527,24-04-2025 04:18,credit_card,
TX1528,V4529,U1494,ORD1528,14-04-2025 20:16,wallet,
TX1529,V4533,U1494,ORD1529,06-05-2025 20:28,credit_card,
TX1530,V4535,U1494,ORD1530,28-03-2025 13:21,credit_card,
TX1531,V4536,U1495,ORD1531,13-05-2025 08:46,COD,
TX1532,V4537,U1495,ORD1532,24-05-2025 03:36,paypal,
TX1533,V4540,U1495,ORD1533,01-04-2025 19:58,paypal,
TX1534,V4541,U1495,ORD1534,19-04-2025 18:37,credit_card,
TX1535,V4568,U1499,ORD1535,09-04-2025 14:14,paypal,
TX1536,V4569,U1499,ORD1536,23-04-2025 05:58,wallet,
TX1537,V4570,U1499,ORD1537,29-03-2025 20:31,paypal,
TX1538,V4572,U1499,ORD1538,20-03-2025 05:35,wallet,
TX1539,V4573,U1499,ORD1539,23-05-2025 10:12,wallet,
TX1540,V4574,U1499,ORD1540,09-04-2025 02:33,credit_card,
TX1541,V4575,U1499,ORD1541,15-03-2025 08:01,wallet,
TX1542,V4581,U1501,ORD1542,15-04-2025 06:07,COD,
TX1543,V4583,U1501,ORD1543,15-03-2025 05:32,credit_card,
TX1544,V4661,U1513,ORD1544,06-03-2025 03:12,COD,
TX1545,V4662,U1513,ORD1545,26-04-2025 12:02,COD,
TX1546,V4663,U1513,ORD1546,04-05-2025 07:45,credit_card,
TX1547,V4664,U1513,ORD1547,11-03-2025 12:38,wallet,
TX1548,V4672,U1514,ORD1548,26-03-2025 13:40,COD,
TX1549,V4677,U1514,ORD1549,15-04-2025 03:44,paypal,
TX1550,V4713,U1519,ORD1550,17-03-2025 15:14,credit_card,
TX1551,V4715,U1519,ORD1551,31-03-2025 22:10,paypal,
TX1552,V4725,U1521,ORD1552,29-05-2025 19:41,COD,
TX1553,V4727,U1521,ORD1553,16-03-2025 07:58,paypal,
TX1554,V4728,U1521,ORD1554,19-05-2025 00:42,paypal,
TX1555,V4729,U1521,ORD1555,29-03-2025 11:38,wallet,
TX1556,V4730,U1521,ORD1556,11-03-2025 05:13,paypal,
TX1557,V4734,U1522,ORD1557,19-03-2025 08:29,COD,
TX1558,V4737,U1522,ORD1558,20-05-2025 13:52,paypal,
TX1559,V4738,U1522,ORD1559,18-04-2025 09:53,COD,
TX1560,V4739,U1523,ORD1560,22-04-2025 08:33,credit_card,
TX1561,V4740,U1523,ORD1561,09-05-2025 14:10,credit_card,
TX1562,V4741,U1523,ORD1562,25-05-2025 09:31,COD,
TX1563,V4751,U1526,ORD1563,28-04-2025 03:33,credit_card,
TX1564,V4752,U1526,ORD1564,23-05-2025 14:46,COD,
TX1565,V4753,U1526,ORD1565,17-04-2025 18:10,COD,
TX1566,V4755,U1526,ORD1566,02-03-2025 15:07,wallet,
TX1567,V4757,U1526,ORD1567,16-03-2025 21:19,COD,
TX1568,V4759,U1526,ORD1568,07-04-2025 17:40,wallet,
TX1569,V4761,U1527,ORD1569,06-03-2025 06:11,wallet,
TX1570,V4762,U1527,ORD1570,11-05-2025 23:20,wallet,
TX1571,V4763,U1527,ORD1571,06-04-2025 23:30,credit_card,
TX1572,V4764,U1527,ORD1572,16-05-2025 18:46,COD,
TX1573,V4768,U1528,ORD1573,12-04-2025 15:51,credit_card,
TX1574,V4769,U1528,ORD1574,19-05-2025 08:34,paypal,
TX1575,V4770,U1529,ORD1575,20-04-2025 13:16,wallet,
TX1576,V4771,U1529,ORD1576,28-03-2025 15:42,credit_card,
TX1577,V4773,U1529,ORD1577,11-05-2025 14:08,COD,
TX1578,V4802,U1534,ORD1578,03-03-2025 10:59,wallet,
TX1579,V4804,U1534,ORD1579,22-04-2025 21:04,credit_card,
TX1580,V4805,U1534,ORD1580,04-04-2025 18:02,credit_card,
TX1581,V4807,U1535,ORD1581,29-05-2025 21:49,wallet,
TX1582,V4808,U1535,ORD1582,26-05-2025 11:19,COD,
TX1583,V4809,U1535,ORD1583,22-04-2025 06:35,COD,
TX1584,V4813,U1536,ORD1584,31-05-2025 16:29,credit_card,
TX1585,V4814,U1536,ORD1585,15-05-2025 15:34,COD,
TX1586,V4815,U1536,ORD1586,27-05-2025 22:00,wallet,
TX1587,V4867,U1542,ORD1587,21-05-2025 15:50,COD,
TX1588,V4869,U1542,ORD1588,04-04-2025 14:16,paypal,
TX1589,V4870,U1542,ORD1589,12-04-2025 16:12,wallet,
TX1590,V4871,U1542,ORD1590,06-04-2025 11:04,wallet,
TX1591,V4874,U1543,ORD1591,19-03-2025 19:43,COD,
TX1592,V4875,U1543,ORD1592,05-03-2025 19:48,credit_card,
TX1593,V4877,U1543,ORD1593,13-05-2025 02:28,credit_card,
TX1594,V4884,U1544,ORD1594,23-04-2025 14:52,credit_card,
TX1595,V4909,U1548,ORD1595,17-03-2025 00:20,credit_card,
TX1596,V4912,U1548,ORD1596,15-05-2025 18:36,credit_card,
TX1597,V4915,U1548,ORD1597,06-05-2025 05:39,credit_card,
TX1598,V4916,U1548,ORD1598,12-04-2025 07:00,wallet,
TX1599,V4917,U1548,ORD1599,16-04-2025 01:15,COD,
TX1600,V4921,U1549,ORD1600,30-04-2025 23:58,COD,
TX1601,V4922,U1549,ORD1601,19-03-2025 18:37,credit_card,
TX1602,V4924,U1549,ORD1602,02-05-2025 03:26,paypal,
TX1603,V4925,U1549,ORD1603,25-03-2025 03:30,paypal,
TX1604,V4926,U1549,ORD1604,15-03-2025 11:16,credit_card,
TX1605,V4927,U1549,ORD1605,05-03-2025 09:24,paypal,
TX1606,V4928,U1549,ORD1606,19-03-2025 22:48,paypal,
TX1607,V4964,U1554,ORD1607,19-05-2025 10:31,wallet,
TX1608,V4967,U1554,ORD1608,29-04-2025 23:05,paypal,
TX1609,V4968,U1554,ORD1609,24-03-2025 23:10,credit_card,
TX1610,V4971,U1554,ORD1610,11-03-2025 11:15,credit_card,
TX1611,V4986,U1557,ORD1611,22-04-2025 21:16,credit_card,
TX1612,V4987,U1557,ORD1612,16-03-2025 21:04,COD,
TX1613,V4993,U1557,ORD1613,23-05-2025 07:31,COD,
TX1614,V4995,U1557,ORD1614,28-05-2025 11:17,wallet,
TX1615,V5002,U1559,ORD1615,19-04-2025 01:06,paypal,
TX1616,V5004,U1559,ORD1616,28-04-2025 08:07,credit_card,
TX1617,V5006,U1559,ORD1617,29-03-2025 17:56,credit_card,
TX1618,V5070,U1570,ORD1618,23-04-2025 12:38,paypal,
TX1619,V5097,U1575,ORD1619,25-03-2025 19:28,COD,
TX1620,V5098,U1575,ORD1620,28-05-2025 22:25,wallet,
TX1621,V5116,U1578,ORD1621,11-03-2025 23:47,paypal,
TX1622,V5117,U1578,ORD1622,12-05-2025 12:18,paypal,
TX1623,V5120,U1578,ORD1623,20-03-2025 21:26,paypal,
TX1624,V5122,U1578,ORD1624,24-04-2025 18:32,paypal,
TX1625,V5158,U1583,ORD1625,12-04-2025 19:46,credit_card,
TX1626,V5159,U1583,ORD1626,03-04-2025 12:14,paypal,
TX1627,V5169,U1584,ORD1627,06-04-2025 14:05,credit_card,
TX1628,V5171,U1584,ORD1628,29-05-2025 21:25,COD,
TX1629,V5172,U1584,ORD1629,18-05-2025 16:04,paypal,
TX1630,V5173,U1584,ORD1630,17-05-2025 23:10,wallet,
TX1631,V5174,U1584,ORD1631,23-05-2025 22:56,credit_card,
TX1632,V5176,U1584,ORD1632,05-05-2025 09:15,paypal,
TX1633,V5195,U1587,ORD1633,05-05-2025 08:49,wallet,
TX1634,V5197,U1587,ORD1634,10-04-2025 23:32,paypal,
TX1635,V5199,U1587,ORD1635,22-04-2025 18:46,paypal,
TX1636,V5200,U1587,ORD1636,22-04-2025 07:45,wallet,
TX1637,V5208,U1590,ORD1637,09-05-2025 12:19,paypal,
TX1638,V5209,U1590,ORD1638,25-03-2025 12:02,COD,
TX1639,V5212,U1590,ORD1639,07-04-2025 00:26,COD,
TX1640,V5215,U1590,ORD1640,08-03-2025 00:49,paypal,
TX1641,V5216,U1590,ORD1641,05-04-2025 04:02,COD,
TX1642,V5218,U1590,ORD1642,26-05-2025 03:43,wallet,
TX1643,V5242,U1595,ORD1643,02-03-2025 21:04,wallet,
TX1644,V5243,U1595,ORD1644,20-05-2025 19:31,paypal,
TX1645,V5244,U1595,ORD1645,10-04-2025 18:30,COD,
TX1646,V5246,U1595,ORD1646,16-04-2025 04:37,wallet,
TX1647,V5248,U1595,ORD1647,23-04-2025 01:02,credit_card,
TX1648,V5249,U1596,ORD1648,31-03-2025 07:54,paypal,
TX1649,V5270,U1599,ORD1649,17-03-2025 21:22,wallet,
TX1650,V5273,U1599,ORD1650,13-03-2025 20:34,wallet,
TX1651,V5274,U1599,ORD1651,22-03-2025 22:40,paypal,
TX1652,V5281,U1601,ORD1652,08-05-2025 23:28,wallet,
TX1653,V5286,U1601,ORD1653,08-03-2025 07:23,wallet,
TX1654,V5287,U1601,ORD1654,06-04-2025 12:36,credit_card,
TX1655,V5301,U1603,ORD1655,22-03-2025 12:03,credit_card,
TX1656,V5302,U1603,ORD1656,30-05-2025 08:11,wallet,
TX1657,V5309,U1604,ORD1657,11-03-2025 22:11,paypal,
TX1658,V5310,U1604,ORD1658,31-03-2025 07:06,wallet,
TX1659,V5313,U1604,ORD1659,20-04-2025 02:35,paypal,
TX1660,V5315,U1604,ORD1660,08-04-2025 12:15,credit_card,
TX1661,V5359,U1613,ORD1661,25-05-2025 23:29,wallet,
TX1662,V5360,U1613,ORD1662,17-05-2025 00:54,COD,
TX1663,V5361,U1613,ORD1663,10-03-2025 03:06,COD,
TX1664,V5365,U1613,ORD1664,16-03-2025 21:15,COD,
TX1665,V5392,U1617,ORD1665,30-04-2025 09:08,paypal,
TX1666,V5393,U1617,ORD1666,06-03-2025 15:57,wallet,
TX1667,V5396,U1617,ORD1667,25-04-2025 17:45,COD,
TX1668,V5397,U1617,ORD1668,17-03-2025 23:09,paypal,
TX1669,V5402,U1617,ORD1669,22-03-2025 23:44,COD,
TX1670,V5418,U1621,ORD1670,22-03-2025 00:28,credit_card,
TX1671,V5419,U1621,ORD1671,13-05-2025 18:19,credit_card,
TX1672,V5439,U1626,ORD1672,29-03-2025 13:14,paypal,
TX1673,V5440,U1626,ORD1673,09-03-2025 06:23,COD,
TX1674,V5441,U1626,ORD1674,26-05-2025 15:02,paypal,
TX1675,V5442,U1626,ORD1675,14-04-2025 03:53,credit_card,
TX1676,V5445,U1626,ORD1676,27-05-2025 00:00,wallet,
TX1677,V5446,U1626,ORD1677,19-03-2025 19:56,wallet,
TX1678,V5447,U1626,ORD1678,07-03-2025 04:13,credit_card,
TX1679,V5474,U1631,ORD1679,19-04-2025 18:47,credit_card,
TX1680,V5476,U1631,ORD1680,17-05-2025 10:31,COD,
TX1681,V5477,U1631,ORD1681,11-04-2025 00:56,wallet,
TX1682,V5478,U1631,ORD1682,21-04-2025 20:17,paypal,
TX1683,V5503,U1635,ORD1683,20-05-2025 20:48,paypal,
TX1684,V5504,U1635,ORD1684,12-04-2025 07:18,COD,
TX1685,V5509,U1635,ORD1685,19-03-2025 15:11,paypal,
TX1686,V5512,U1636,ORD1686,07-04-2025 02:06,wallet,
TX1687,V5569,U1643,ORD1687,07-03-2025 19:11,COD,
TX1688,V5570,U1643,ORD1688,31-05-2025 22:34,paypal,
TX1689,V5574,U1643,ORD1689,09-04-2025 08:20,wallet,
TX1690,V5580,U1644,ORD1690,13-03-2025 22:49,COD,
TX1691,V5587,U1644,ORD1691,03-04-2025 03:15,wallet,
TX1692,V5616,U1649,ORD1692,16-04-2025 08:50,credit_card,
TX1693,V5617,U1649,ORD1693,29-04-2025 18:32,paypal,
TX1694,V5618,U1649,ORD1694,13-03-2025 01:30,paypal,
TX1695,V5619,U1649,ORD1695,28-03-2025 11:11,paypal,
TX1696,V5624,U1650,ORD1696,22-05-2025 02:25,credit_card,
TX1697,V5626,U1650,ORD1697,19-04-2025 08:11,COD,
TX1698,V5627,U1650,ORD1698,04-03-2025 14:09,wallet,
TX1699,V5643,U1652,ORD1699,29-04-2025 19:44,credit_card,
TX1700,V5644,U1652,ORD1700,24-04-2025 09:23,paypal,
TX1701,V5646,U1652,ORD1701,12-05-2025 08:16,wallet,
TX1702,V5647,U1652,ORD1702,31-05-2025 12:05,credit_card,
TX1703,V5649,U1652,ORD1703,04-03-2025 08:52,paypal,
TX1704,V5650,U1652,ORD1704,04-03-2025 03:40,credit_card,
TX1705,V5651,U1652,ORD1705,20-04-2025 05:27,COD,
TX1706,V5664,U1655,ORD1706,03-05-2025 14:05,COD,
TX1707,V5667,U1655,ORD1707,12-04-2025 16:05,credit_card,
TX1708,V5669,U1656,ORD1708,21-03-2025 02:50,credit_card,
TX1709,V5670,U1656,ORD1709,19-03-2025 10:01,credit_card,
TX1710,V5671,U1656,ORD1710,07-05-2025 19:57,paypal,
TX1711,V5674,U1656,ORD1711,12-03-2025 07:45,COD,
TX1712,V5701,U1660,ORD1712,19-05-2025 08:12,wallet,
TX1713,V5706,U1660,ORD1713,06-04-2025 15:01,wallet,
TX1714,V5708,U1660,ORD1714,02-04-2025 11:43,paypal,
TX1715,V5709,U1660,ORD1715,02-03-2025 04:26,wallet,
TX1716,V5710,U1660,ORD1716,07-05-2025 06:50,COD,
TX1717,V5721,U1662,ORD1717,10-05-2025 08:01,wallet,
TX1718,V5723,U1662,ORD1718,23-05-2025 17:44,wallet,
TX1719,V5724,U1662,ORD1719,09-03-2025 13:21,wallet,
TX1720,V5733,U1664,ORD1720,29-03-2025 04:26,credit_card,
TX1721,V5740,U1664,ORD1721,04-03-2025 13:33,credit_card,
TX1722,V5767,U1668,ORD1722,04-03-2025 01:14,paypal,
TX1723,V5769,U1668,ORD1723,02-03-2025 22:13,wallet,
TX1724,V5771,U1668,ORD1724,23-05-2025 18:10,COD,
TX1725,V5773,U1668,ORD1725,24-03-2025 01:24,COD,
TX1726,V5786,U1670,ORD1726,07-05-2025 08:58,wallet,
TX1727,V5789,U1670,ORD1727,09-05-2025 06:00,credit_card,
TX1728,V5790,U1670,ORD1728,29-05-2025 20:04,paypal,
TX1729,V5791,U1670,ORD1729,27-04-2025 19:32,COD,
TX1730,V5792,U1670,ORD1730,13-03-2025 06:23,COD,
TX1731,V5793,U1670,ORD1731,01-04-2025 14:05,COD,
TX1732,V5840,U1677,ORD1732,08-05-2025 03:06,credit_card,
TX1733,V5842,U1677,ORD1733,02-05-2025 23:50,credit_card,
TX1734,V5843,U1677,ORD1734,16-03-2025 05:12,wallet,
TX1735,V5845,U1678,ORD1735,13-05-2025 23:02,paypal,
TX1736,V5846,U1678,ORD1736,25-03-2025 06:33,COD,
TX1737,V5847,U1678,ORD1737,28-05-2025 07:23,wallet,
TX1738,V5849,U1678,ORD1738,04-03-2025 21:36,wallet,
TX1739,V5850,U1678,ORD1739,05-05-2025 14:18,paypal,
TX1740,V5851,U1678,ORD1740,14-04-2025 10:43,credit_card,
TX1741,V5905,U1687,ORD1741,04-03-2025 01:40,COD,
TX1742,V5907,U1687,ORD1742,02-04-2025 18:24,paypal,
TX1743,V5917,U1689,ORD1743,12-03-2025 08:53,wallet,
TX1744,V5921,U1689,ORD1744,23-03-2025 06:56,wallet,
TX1745,V5922,U1689,ORD1745,19-04-2025 08:24,wallet,
TX1746,V5924,U1689,ORD1746,16-05-2025 07:28,credit_card,
TX1747,V5945,U1692,ORD1747,10-04-2025 14:06,paypal,
TX1748,V5946,U1692,ORD1748,23-03-2025 08:13,wallet,
TX1749,V5970,U1695,ORD1749,09-05-2025 05:23,COD,
TX1750,V5978,U1697,ORD1750,30-05-2025 14:36,COD,
TX1751,V5979,U1697,ORD1751,16-03-2025 18:50,credit_card,
TX1752,V5980,U1697,ORD1752,06-05-2025 23:39,wallet,
TX1753,V5981,U1697,ORD1753,20-04-2025 21:06,paypal,
TX1754,V5982,U1697,ORD1754,02-05-2025 08:32,wallet,
TX1755,V6066,U1708,ORD1755,29-04-2025 02:54,credit_card,
TX1756,V6067,U1708,ORD1756,20-05-2025 23:15,wallet,
TX1757,V6089,U1713,ORD1757,17-03-2025 15:34,COD,
TX1758,V6090,U1713,ORD1758,26-05-2025 13:18,paypal,
TX1759,V6098,U1714,ORD1759,31-03-2025 19:52,paypal,
TX1760,V6099,U1714,ORD1760,18-04-2025 20:08,wallet,
TX1761,V6100,U1714,ORD1761,21-05-2025 09:22,COD,
TX1762,V6101,U1714,ORD1762,23-05-2025 00:21,credit_card,
TX1763,V6108,U1716,ORD1763,02-05-2025 18:26,COD,
TX1764,V6110,U1716,ORD1764,20-05-2025 06:21,wallet,
TX1765,V6113,U1716,ORD1765,13-05-2025 05:12,COD,
TX1766,V6114,U1716,ORD1766,24-04-2025 06:51,wallet,
TX1767,V6118,U1717,ORD1767,28-04-2025 11:55,COD,
TX1768,V6120,U1717,ORD1768,28-03-2025 15:13,wallet,
TX1769,V6124,U1717,ORD1769,19-05-2025 11:34,credit_card,
TX1770,V6147,U1721,ORD1770,16-03-2025 06:47,wallet,
TX1771,V6148,U1721,ORD1771,04-05-2025 00:26,COD,
TX1772,V6149,U1721,ORD1772,26-04-2025 11:13,wallet,
TX1773,V6151,U1721,ORD1773,24-05-2025 14:49,paypal,
TX1774,V6199,U1731,ORD1774,27-04-2025 01:00,paypal,
TX1775,V6200,U1731,ORD1775,22-03-2025 07:24,COD,
TX1776,V6205,U1731,ORD1776,16-03-2025 23:41,wallet,
TX1777,V6215,U1734,ORD1777,16-05-2025 13:26,credit_card,
TX1778,V6216,U1734,ORD1778,26-04-2025 06:13,paypal,
TX1779,V6217,U1734,ORD1779,24-05-2025 19:24,wallet,
TX1780,V6218,U1734,ORD1780,03-04-2025 02:54,COD,
TX1781,V6221,U1734,ORD1781,04-05-2025 00:30,paypal,
TX1782,V6222,U1734,ORD1782,20-04-2025 00:10,wallet,
TX1783,V6223,U1734,ORD1783,21-05-2025 15:38,paypal,
TX1784,V6224,U1734,ORD1784,26-04-2025 02:03,COD,
TX1785,V6225,U1734,ORD1785,17-04-2025 19:52,credit_card,
TX1786,V6226,U1734,ORD1786,05-04-2025 15:27,wallet,
TX1787,V6227,U1734,ORD1787,30-04-2025 02:09,credit_card,
TX1788,V6242,U1737,ORD1788,30-03-2025 23:30,COD,
TX1789,V6243,U1737,ORD1789,20-05-2025 18:43,credit_card,
TX1790,V6244,U1737,ORD1790,09-04-2025 06:45,wallet,
TX1791,V6262,U1740,ORD1791,20-03-2025 23:13,paypal,
TX1792,V6264,U1740,ORD1792,07-03-2025 22:23,wallet,
TX1793,V6268,U1741,ORD1793,13-05-2025 20:44,credit_card,
TX1794,V6271,U1741,ORD1794,19-04-2025 17:04,credit_card,
TX1795,V6321,U1749,ORD1795,04-03-2025 08:42,wallet,
TX1796,V6322,U1749,ORD1796,10-05-2025 07:19,wallet,
