transaction_id,order_id,product_id,quantity,total_amount,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date
TX1162,ORD1162,P1433,1,92.83,Yes,26.98,5.62,71.47,Not Returned,
TX1162,ORD1162,P1523,2,80.48,No,0.0,10.27,90.75,Not Returned,
TX1162,ORD1162,P1879,3,881.88,Yes,243.68,2.01,640.21,Not Returned,
TX1163,ORD1163,P1508,2,703.6,No,0.0,19.45,723.05,Not Returned,
TX1164,ORD1164,P1963,1,71.93,No,0.0,15.65,87.58,Not Returned,
TX1164,ORD1164,P1521,1,221.03,Yes,64.67,15.47,171.83,Not Returned,
TX1164,ORD1164,P1317,2,60.28,No,0.0,20.61,80.89,Not Returned,
TX1165,ORD1165,P1844,3,104.79,Yes,15.99,13.75,102.55,Not Returned,
TX1165,ORD1165,P1428,2,22.52,Yes,3.92,22.63,41.23,Not Returned,
TX1165,ORD1165,P1678,3,109.2,Yes,19.17,2.19,92.22,Not Returned,
TX1166,ORD1166,P1869,1,13.54,No,0.0,20.73,34.27,Not Returned,
TX1166,ORD1166,P1847,2,75.0,Yes,20.06,9.72,64.66,Not Returned,
TX1167,ORD1167,P1580,2,159.88,Yes,37.31,11.18,133.75,Not Returned,
TX1167,ORD1167,P1735,3,184.89,Yes,35.82,20.05,169.12,Not Returned,
TX1168,ORD1168,P1607,3,548.07,No,0.0,24.6,572.67,Not Returned,
TX1169,ORD1169,P1974,2,120.84,Yes,20.88,7.88,107.84,Returned,2025-03-29 21:07:14
TX1170,ORD1170,P1895,1,110.03,Yes,19.07,14.83,105.79,Not Returned,
TX1171,ORD1171,P1572,2,79.04,Yes,9.77,6.13,75.4,Not Returned,
TX1172,ORD1172,P1168,2,109.58,No,0.0,7.43,117.01,Not Returned,
TX1172,ORD1172,P1517,3,270.33,No,0.0,14.37,284.7,Not Returned,
TX1172,ORD1172,P1752,1,37.16,No,0.0,17.69,54.85,Not Returned,
TX1173,ORD1173,P1374,2,117.9,No,0.0,12.51,130.41,Not Returned,
TX1173,ORD1173,P1355,3,1285.86,Yes,195.68,6.69,1096.87,Not Returned,
TX1174,ORD1174,P1524,3,319.32,No,0.0,4.18,323.5,Not Returned,
TX1175,ORD1175,P1735,2,123.26,Yes,29.57,15.3,108.99,Not Returned,
TX1175,ORD1175,P1053,2,287.04,Yes,55.62,12.48,243.9,Not Returned,
TX1176,ORD1176,P1650,2,221.32,Yes,33.72,15.67,203.27,Returned,2025-05-28 04:04:09
TX1176,ORD1176,P1325,2,343.8,Yes,50.46,23.3,316.64,Returned,2025-05-28 04:04:09
TX1176,ORD1176,P1502,1,454.59,Yes,83.8,13.27,384.06,Not Returned,
TX1177,ORD1177,P1555,1,122.95,Yes,33.61,16.93,106.27,Not Returned,
TX1178,ORD1178,P1856,1,300.7,Yes,72.46,1.55,229.79,Not Returned,
TX1178,ORD1178,P1097,3,307.35,Yes,71.22,15.09,251.22,Not Returned,
TX1178,ORD1178,P1811,3,145.92,No,0.0,0.22,146.14,Not Returned,
TX1179,ORD1179,P1553,1,16.48,No,0.0,9.06,25.54,Not Returned,
TX1180,ORD1180,P1170,1,45.25,No,0.0,22.65,67.9,Returned,2025-03-09 16:10:39
TX1180,ORD1180,P1402,2,86.14,No,0.0,1.07,87.21,Not Returned,
TX1181,ORD1181,P1786,2,46.6,Yes,13.84,7.97,40.73,Not Returned,
TX1181,ORD1181,P1186,1,390.02,Yes,45.54,13.23,357.71,Not Returned,
TX1181,ORD1181,P1103,3,964.77,No,0.0,5.65,970.42,Not Returned,
TX1182,ORD1182,P1569,1,115.78,Yes,31.66,14.71,98.83,Returned,2025-03-28 13:26:24
TX1182,ORD1182,P1947,1,12.07,Yes,1.3,1.21,11.98,Not Returned,
TX1183,ORD1183,P1987,1,29.08,Yes,4.81,17.02,41.29,Not Returned,
TX1183,ORD1183,P1003,2,194.84,No,0.0,9.19,204.03,Returned,2025-04-09 10:35:42
TX1184,ORD1184,P1993,1,43.67,Yes,7.94,3.81,39.54,Not Returned,
TX1184,ORD1184,P1094,3,222.9,No,0.0,5.54,228.44,Not Returned,
TX1184,ORD1184,P1449,3,145.11,No,0.0,15.53,160.64,Not Returned,
TX1185,ORD1185,P1447,1,434.81,No,0.0,0.14,434.95,Not Returned,
TX1185,ORD1185,P1484,2,183.3,Yes,44.69,23.96,162.57,Not Returned,
TX1186,ORD1186,P1996,1,188.47,No,0.0,7.74,196.21,Not Returned,
TX1186,ORD1186,P1952,2,90.32,No,0.0,24.43,114.75,Not Returned,
TX1186,ORD1186,P1807,1,21.21,No,0.0,11.41,32.62,Not Returned,
TX1187,ORD1187,P1547,3,91.68,Yes,22.17,5.91,75.42,Not Returned,
TX1187,ORD1187,P1167,2,17.16,Yes,2.98,22.43,36.61,Not Returned,
TX1188,ORD1188,P1514,1,125.45,No,0.0,13.88,139.33,Not Returned,
TX1188,ORD1188,P1010,1,218.12,Yes,47.27,13.35,184.2,Not Returned,
TX1189,ORD1189,P1812,1,19.0,Yes,2.21,24.7,41.49,Returned,2025-04-17 07:26:27
TX1190,ORD1190,P1630,2,201.78,No,0.0,24.19,225.97,Returned,2025-04-22 18:06:35
TX1190,ORD1190,P1789,3,414.24,No,0.0,3.53,417.77,Not Returned,
TX1190,ORD1190,P1216,1,75.13,No,0.0,19.48,94.61,Not Returned,
TX1191,ORD1191,P1722,1,64.13,No,0.0,24.84,88.97,Returned,2025-03-18 09:03:39
TX1191,ORD1191,P1615,2,23.62,Yes,4.17,24.38,43.83,Not Returned,
TX1192,ORD1192,P1694,2,7.04,Yes,2.09,21.2,26.15,Not Returned,
TX1193,ORD1193,P1673,3,75.03,No,0.0,7.14,82.17,Not Returned,
TX1193,ORD1193,P1262,1,315.52,No,0.0,20.08,335.6,Not Returned,
TX1194,ORD1194,P1759,3,185.49,Yes,43.83,24.78,166.44,Not Returned,
TX1194,ORD1194,P1700,2,41.42,Yes,5.6,21.89,57.71,Not Returned,
TX1195,ORD1195,P1088,2,896.58,Yes,267.73,4.49,633.34,Not Returned,
TX1195,ORD1195,P1851,2,61.52,Yes,9.05,8.71,61.18,Not Returned,
TX1196,ORD1196,P1596,2,7.2,Yes,1.09,5.11,11.22,Returned,2025-03-23 05:18:13
TX1196,ORD1196,P1182,1,13.04,No,0.0,24.22,37.26,Not Returned,
TX1196,ORD1196,P1105,2,433.56,No,0.0,24.89,458.45,Not Returned,
TX1197,ORD1197,P1804,3,372.84,No,0.0,16.36,389.2,Not Returned,
TX1197,ORD1197,P1738,3,61.2,Yes,7.48,24.41,78.13,Not Returned,
TX1198,ORD1198,P1759,3,185.49,No,0.0,9.4,194.89,Not Returned,
TX1198,ORD1198,P1947,2,24.14,Yes,2.99,2.41,23.56,Not Returned,
TX1198,ORD1198,P1108,2,132.64,No,0.0,23.09,155.73,Not Returned,
TX1199,ORD1199,P1492,3,383.61,No,0.0,8.23,391.84,Not Returned,
TX1199,ORD1199,P1959,2,96.4,No,0.0,4.87,101.27,Not Returned,
TX1199,ORD1199,P1525,3,64.98,Yes,16.22,10.86,59.62,Not Returned,
TX1200,ORD1200,P1493,1,122.96,No,0.0,15.49,138.45,Not Returned,
TX1200,ORD1200,P1282,1,140.9,Yes,16.39,18.6,143.11,Returned,2025-04-06 23:30:12
TX1200,ORD1200,P1684,3,136.23,Yes,34.77,0.74,102.2,Not Returned,
TX1201,ORD1201,P1983,1,26.59,Yes,2.86,7.87,31.6,Returned,2025-06-02 22:46:36
TX1201,ORD1201,P1210,2,261.6,Yes,44.22,19.56,236.94,Returned,2025-06-02 22:46:36
TX1201,ORD1201,P1376,2,413.38,No,0.0,7.6,420.98,Not Returned,
TX1202,ORD1202,P1264,3,596.97,Yes,73.11,12.74,536.6,Not Returned,
TX1202,ORD1202,P1829,2,51.84,Yes,10.83,16.53,57.54,Returned,2025-04-23 15:23:44
TX1202,ORD1202,P1261,3,900.51,No,0.0,7.65,908.16,Not Returned,
TX1203,ORD1203,P1024,2,261.1,No,0.0,10.71,271.81,Not Returned,
TX1203,ORD1203,P1324,3,160.56,Yes,18.72,6.03,147.87,Not Returned,
TX1203,ORD1203,P1244,2,87.86,No,0.0,8.27,96.13,Not Returned,
TX1204,ORD1204,P1353,2,114.62,Yes,19.31,1.12,96.43,Not Returned,
TX1205,ORD1205,P1537,3,128.28,No,0.0,16.05,144.33,Not Returned,
TX1206,ORD1206,P1737,1,148.31,No,0.0,2.71,151.02,Not Returned,
TX1206,ORD1206,P1772,2,117.3,Yes,16.43,23.78,124.65,Not Returned,
TX1206,ORD1206,P1300,1,10.72,No,0.0,17.94,28.66,Not Returned,
TX1207,ORD1207,P1556,1,98.17,No,0.0,6.24,104.41,Not Returned,
TX1208,ORD1208,P1354,2,306.38,No,0.0,21.61,327.99,Not Returned,
TX1208,ORD1208,P1631,3,247.89,Yes,46.9,13.41,214.4,Returned,2025-05-15 05:57:50
TX1208,ORD1208,P1947,3,36.21,No,0.0,24.13,60.34,Not Returned,
TX1209,ORD1209,P1328,3,132.57,No,0.0,21.77,154.34,Not Returned,
TX1209,ORD1209,P1160,3,12.54,No,0.0,22.15,34.69,Not Returned,
TX1209,ORD1209,P1175,3,328.71,No,0.0,22.91,351.62,Not Returned,
TX1210,ORD1210,P1054,2,69.28,Yes,18.93,23.33,73.68,Not Returned,
TX1211,ORD1211,P1986,2,9.06,Yes,1.71,2.88,10.23,Not Returned,
TX1211,ORD1211,P1893,1,35.84,No,0.0,20.35,56.19,Returned,2025-04-14 23:11:09
TX1211,ORD1211,P1277,2,319.32,Yes,85.7,13.5,247.12,Not Returned,
TX1212,ORD1212,P1617,3,166.8,Yes,21.01,16.51,162.3,Not Returned,
TX1212,ORD1212,P1686,1,59.39,Yes,5.94,22.57,76.02,Returned,2025-04-21 04:53:47
TX1213,ORD1213,P1390,1,123.85,No,0.0,5.04,128.89,Not Returned,
TX1214,ORD1214,P1339,2,388.36,No,0.0,3.9,392.26,Not Returned,
TX1214,ORD1214,P1500,3,130.5,Yes,34.78,9.51,105.23,Returned,2025-03-14 01:39:03
TX1214,ORD1214,P1029,3,112.5,Yes,12.07,15.06,115.49,Not Returned,
TX1215,ORD1215,P1709,2,252.94,No,0.0,9.29,262.23,Not Returned,
TX1215,ORD1215,P1793,1,33.88,No,0.0,0.13,34.01,Not Returned,
TX1216,ORD1216,P1047,2,663.62,Yes,87.05,2.24,578.81,Not Returned,
TX1217,ORD1217,P1223,3,22.83,No,0.0,5.89,28.72,Not Returned,
TX1217,ORD1217,P1531,2,58.42,Yes,11.93,12.3,58.79,Not Returned,
TX1218,ORD1218,P1260,2,239.44,Yes,34.67,23.77,228.54,Not Returned,
TX1218,ORD1218,P1114,1,149.14,No,0.0,9.64,158.78,Returned,2025-04-20 16:01:21
TX1219,ORD1219,P1459,3,992.55,Yes,140.65,10.37,862.27,Returned,2025-03-15 14:01:32
TX1220,ORD1220,P1434,2,77.14,No,0.0,19.25,96.39,Not Returned,
TX1220,ORD1220,P1214,1,2.25,No,0.0,22.65,24.9,Not Returned,
TX1221,ORD1221,P1103,1,321.59,No,0.0,20.54,342.13,Not Returned,
TX1222,ORD1222,P1713,1,3.92,No,0.0,12.52,16.44,Not Returned,
TX1222,ORD1222,P1917,1,14.17,No,0.0,1.16,15.33,Not Returned,
TX1222,ORD1222,P1839,2,125.42,Yes,21.32,22.97,127.07,Not Returned,
TX1223,ORD1223,P1757,2,345.0,No,0.0,7.61,352.61,Not Returned,
TX1223,ORD1223,P1049,3,38.04,No,0.0,5.36,43.4,Not Returned,
TX1223,ORD1223,P1859,3,123.42,No,0.0,4.11,127.53,Not Returned,
TX1224,ORD1224,P1888,3,85.44,No,0.0,13.42,98.86,Not Returned,
TX1224,ORD1224,P1841,2,273.36,Yes,46.68,24.68,251.36,Returned,2025-05-17 23:10:29
TX1225,ORD1225,P1493,2,245.92,Yes,42.52,6.51,209.91,Not Returned,
TX1226,ORD1226,P1528,2,205.36,No,0.0,16.04,221.4,Not Returned,
TX1226,ORD1226,P1260,3,359.16,No,0.0,7.51,366.67,Not Returned,
TX1226,ORD1226,P1911,3,94.2,No,0.0,17.43,111.63,Not Returned,
TX1227,ORD1227,P1588,1,137.14,No,0.0,2.25,139.39,Not Returned,
TX1227,ORD1227,P1924,2,284.54,No,0.0,11.65,296.19,Not Returned,
TX1228,ORD1228,P1497,2,39.94,Yes,4.84,10.14,45.24,Not Returned,
TX1228,ORD1228,P1158,1,169.46,No,0.0,7.48,176.94,Not Returned,
TX1229,ORD1229,P1244,3,131.79,No,0.0,4.32,136.11,Not Returned,
TX1229,ORD1229,P1939,3,329.82,Yes,98.28,2.89,234.43,Not Returned,
TX1229,ORD1229,P1832,2,289.28,Yes,32.05,9.67,266.9,Not Returned,
TX1230,ORD1230,P1556,1,98.17,Yes,15.42,23.53,106.28,Returned,2025-03-16 18:52:10
TX1230,ORD1230,P1829,2,51.84,No,0.0,15.93,67.77,Not Returned,
TX1230,ORD1230,P1683,3,167.79,Yes,39.28,18.78,147.29,Not Returned,
TX1231,ORD1231,P1179,1,138.36,Yes,30.08,19.82,128.1,Returned,2025-05-03 08:16:36
TX1231,ORD1231,P1429,1,30.74,No,0.0,11.58,42.32,Not Returned,
TX1231,ORD1231,P1036,2,144.82,No,0.0,23.01,167.83,Not Returned,
TX1232,ORD1232,P1868,3,45.42,No,0.0,8.61,54.03,Not Returned,
TX1232,ORD1232,P1869,3,40.62,No,0.0,9.14,49.76,Not Returned,
TX1232,ORD1232,P1929,2,152.32,No,0.0,6.46,158.78,Returned,2025-04-19 14:10:02
TX1233,ORD1233,P1108,3,198.96,Yes,57.19,18.45,160.22,Not Returned,
TX1233,ORD1233,P1955,1,88.44,No,0.0,5.86,94.3,Not Returned,
TX1233,ORD1233,P1422,2,475.58,No,0.0,3.33,478.91,Returned,2025-03-24 19:22:27
TX1234,ORD1234,P1667,2,97.46,Yes,20.04,13.16,90.58,Returned,2025-05-09 21:25:43
TX1234,ORD1234,P1777,3,286.95,No,0.0,20.78,307.73,Not Returned,
TX1235,ORD1235,P1955,3,265.32,No,0.0,1.78,267.1,Not Returned,
TX1235,ORD1235,P1091,1,2.65,No,0.0,21.86,24.51,Not Returned,
TX1236,ORD1236,P1055,1,130.99,No,0.0,19.77,150.76,Not Returned,
TX1236,ORD1236,P1609,3,76.62,No,0.0,4.52,81.14,Not Returned,
TX1237,ORD1237,P1676,1,183.61,No,0.0,0.16,183.77,Not Returned,
TX1237,ORD1237,P1587,2,241.12,No,0.0,20.28,261.4,Returned,2025-05-30 09:52:55
TX1238,ORD1238,P1183,3,259.5,No,0.0,18.05,277.55,Returned,2025-03-26 20:19:23
TX1238,ORD1238,P1906,3,196.35,Yes,46.82,18.57,168.1,Returned,2025-04-01 20:19:23
TX1238,ORD1238,P1659,3,826.59,No,0.0,22.91,849.5,Not Returned,
TX1239,ORD1239,P1434,1,38.57,Yes,6.98,19.16,50.75,Not Returned,
TX1239,ORD1239,P1507,3,183.45,Yes,46.12,16.01,153.34,Not Returned,
TX1239,ORD1239,P1913,3,1494.09,Yes,159.66,13.19,1347.62,Not Returned,
TX1240,ORD1240,P1543,3,319.44,Yes,36.33,21.48,304.59,Not Returned,
TX1241,ORD1241,P1859,1,41.14,No,0.0,5.42,46.56,Not Returned,
TX1241,ORD1241,P1962,3,125.55,No,0.0,13.77,139.32,Not Returned,
TX1241,ORD1241,P1569,2,231.56,No,0.0,16.05,247.61,Not Returned,
TX1242,ORD1242,P1031,3,129.09,No,0.0,4.98,134.07,Not Returned,
TX1242,ORD1242,P1245,3,217.05,Yes,25.75,14.26,205.56,Not Returned,
TX1243,ORD1243,P1612,2,152.76,Yes,37.41,3.12,118.47,Returned,2025-03-19 10:19:23
TX1244,ORD1244,P1595,2,956.86,Yes,141.98,19.37,834.25,Not Returned,
TX1245,ORD1245,P1569,3,347.34,No,0.0,13.18,360.52,Not Returned,
TX1245,ORD1245,P1033,3,84.18,No,0.0,4.91,89.09,Not Returned,
TX1245,ORD1245,P1618,2,311.06,No,0.0,18.56,329.62,Not Returned,
TX1246,ORD1246,P1909,2,336.32,No,0.0,4.44,340.76,Returned,2025-04-11 17:55:39
TX1247,ORD1247,P1611,1,81.87,No,0.0,9.67,91.54,Not Returned,
TX1248,ORD1248,P1136,2,100.92,No,0.0,18.4,119.32,Not Returned,
TX1248,ORD1248,P1311,1,414.99,No,0.0,11.96,426.95,Not Returned,
TX1249,ORD1249,P1848,1,471.6,No,0.0,11.46,483.06,Not Returned,
TX1249,ORD1249,P1938,1,20.92,Yes,5.43,13.1,28.59,Returned,2025-05-15 09:08:09
TX1250,ORD1250,P1606,3,373.68,No,0.0,11.14,384.82,Not Returned,
TX1250,ORD1250,P1356,1,45.37,Yes,10.41,24.77,59.73,Not Returned,
TX1251,ORD1251,P1063,1,316.63,No,0.0,2.66,319.29,Not Returned,
TX1251,ORD1251,P1981,3,864.84,No,0.0,11.66,876.5,Not Returned,
TX1251,ORD1251,P1888,3,85.44,No,0.0,9.57,95.01,Not Returned,
TX1252,ORD1252,P1351,1,94.46,No,0.0,11.72,106.18,Not Returned,
TX1252,ORD1252,P1343,3,48.0,No,0.0,16.85,64.85,Not Returned,
TX1252,ORD1252,P1959,1,48.2,No,0.0,22.35,70.55,Not Returned,
TX1253,ORD1253,P1058,2,76.56,No,0.0,17.61,94.17,Returned,2025-04-17 10:11:32
TX1253,ORD1253,P1566,1,138.11,Yes,17.27,18.55,139.39,Not Returned,
TX1254,ORD1254,P1807,2,42.42,No,0.0,17.41,59.83,Not Returned,
TX1255,ORD1255,P1957,1,51.74,No,0.0,0.6,52.34,Not Returned,
TX1256,ORD1256,P1416,2,12.7,No,0.0,13.34,26.04,Not Returned,
TX1256,ORD1256,P1892,3,246.9,No,0.0,11.78,258.68,Not Returned,
TX1256,ORD1256,P1700,2,41.42,Yes,11.95,10.42,39.89,Not Returned,
TX1257,ORD1257,P1084,3,83.22,No,0.0,10.29,93.51,Not Returned,
TX1257,ORD1257,P1115,1,26.52,No,0.0,2.43,28.95,Not Returned,
TX1258,ORD1258,P1144,1,28.47,Yes,6.29,21.79,43.97,Not Returned,
TX1258,ORD1258,P1358,3,162.93,Yes,31.62,24.11,155.42,Not Returned,
TX1258,ORD1258,P1483,3,946.29,Yes,96.71,13.66,863.24,Not Returned,
TX1259,ORD1259,P1496,1,174.11,No,0.0,4.61,178.72,Not Returned,
TX1259,ORD1259,P1611,1,81.87,No,0.0,10.39,92.26,Not Returned,
TX1260,ORD1260,P1595,1,478.43,Yes,112.91,1.34,366.86,Not Returned,
TX1260,ORD1260,P1651,3,397.35,No,0.0,11.24,408.59,Not Returned,
TX1261,ORD1261,P1716,3,203.52,No,0.0,18.59,222.11,Not Returned,
TX1261,ORD1261,P1290,1,47.19,Yes,12.81,1.16,35.54,Not Returned,
TX1261,ORD1261,P1798,2,465.86,Yes,110.21,3.57,359.22,Not Returned,
TX1262,ORD1262,P1180,2,218.78,Yes,52.43,9.53,175.88,Returned,2025-05-25 09:50:41
TX1262,ORD1262,P1177,3,350.07,Yes,59.51,10.46,301.02,Not Returned,
TX1262,ORD1262,P1899,2,294.66,No,0.0,17.83,312.49,Not Returned,
TX1263,ORD1263,P1197,1,433.14,Yes,99.67,23.43,356.9,Not Returned,
TX1263,ORD1263,P1155,1,14.49,No,0.0,3.66,18.15,Not Returned,
TX1263,ORD1263,P1082,1,35.18,No,0.0,5.34,40.52,Not Returned,
TX1264,ORD1264,P1941,2,142.02,Yes,32.49,7.52,117.05,Not Returned,
TX1264,ORD1264,P1740,1,194.97,No,0.0,10.37,205.34,Not Returned,
TX1264,ORD1264,P1961,2,62.28,No,0.0,7.64,69.92,Returned,2025-06-05 19:44:52
TX1265,ORD1265,P1787,1,29.46,No,0.0,24.3,53.76,Not Returned,
TX1265,ORD1265,P1010,2,436.24,Yes,101.7,13.84,348.38,Not Returned,
TX1266,ORD1266,P1034,3,383.85,No,0.0,10.73,394.58,Not Returned,
TX1266,ORD1266,P1257,1,26.44,Yes,7.79,3.97,22.62,Not Returned,
TX1266,ORD1266,P1943,1,47.69,No,0.0,23.22,70.91,Not Returned,
TX1267,ORD1267,P1886,2,72.88,No,0.0,0.11,72.99,Not Returned,
TX1267,ORD1267,P1534,1,4.43,No,0.0,23.91,28.34,Not Returned,
TX1268,ORD1268,P1292,2,232.82,No,0.0,22.42,255.24,Not Returned,
TX1269,ORD1269,P1822,1,102.1,No,0.0,0.6,102.7,Not Returned,
TX1270,ORD1270,P1747,3,255.15,No,0.0,16.59,271.74,Returned,2025-03-23 06:16:03
TX1270,ORD1270,P1425,2,583.4,Yes,62.56,0.71,521.55,Not Returned,
TX1270,ORD1270,P1030,1,178.68,Yes,36.2,23.04,165.52,Not Returned,
TX1271,ORD1271,P1628,2,131.84,No,0.0,10.18,142.02,Returned,2025-05-24 00:03:50
TX1271,ORD1271,P1314,2,240.22,No,0.0,17.89,258.11,Not Returned,
TX1271,ORD1271,P1886,2,72.88,No,0.0,13.26,86.14,Not Returned,
TX1272,ORD1272,P1423,3,153.42,No,0.0,16.86,170.28,Not Returned,
TX1272,ORD1272,P1566,2,276.22,Yes,65.08,4.34,215.48,Not Returned,
TX1272,ORD1272,P1197,3,1299.42,Yes,253.64,1.19,1046.97,Not Returned,
TX1273,ORD1273,P1095,1,45.71,No,0.0,16.28,61.99,Not Returned,
TX1273,ORD1273,P1492,3,383.61,No,0.0,2.98,386.59,Not Returned,
TX1273,ORD1273,P1230,2,416.28,Yes,113.35,10.5,313.43,Not Returned,
TX1274,ORD1274,P1821,1,85.26,Yes,14.49,22.52,93.29,Not Returned,
TX1274,ORD1274,P1404,1,18.73,No,0.0,13.25,31.98,Not Returned,
TX1275,ORD1275,P1512,3,258.57,No,0.0,14.64,273.21,Returned,2025-03-19 18:25:44
TX1275,ORD1275,P1115,3,79.56,No,0.0,15.74,95.3,Not Returned,
TX1275,ORD1275,P1844,3,104.79,Yes,26.97,9.33,87.15,Not Returned,
TX1276,ORD1276,P1802,1,27.63,Yes,4.19,12.84,36.28,Not Returned,
TX1276,ORD1276,P1253,1,170.04,Yes,50.22,4.24,124.06,Not Returned,
TX1277,ORD1277,P1205,1,117.68,No,0.0,4.63,122.31,Not Returned,
TX1278,ORD1278,P1957,2,103.48,No,0.0,10.25,113.73,Not Returned,
TX1279,ORD1279,P1563,2,135.42,No,0.0,14.75,150.17,Not Returned,
TX1280,ORD1280,P1682,3,607.14,No,0.0,23.38,630.52,Not Returned,
TX1281,ORD1281,P1521,1,221.03,No,0.0,11.87,232.9,Not Returned,
TX1282,ORD1282,P1119,3,47.13,No,0.0,18.32,65.45,Not Returned,
TX1283,ORD1283,P1999,1,14.46,Yes,1.6,2.58,15.44,Not Returned,
TX1283,ORD1283,P1901,1,93.19,No,0.0,24.05,117.24,Not Returned,
TX1283,ORD1283,P1550,1,154.27,Yes,34.98,16.42,135.71,Not Returned,
TX1284,ORD1284,P1213,1,113.67,Yes,16.91,11.62,108.38,Not Returned,
TX1284,ORD1284,P1829,3,77.76,No,0.0,14.87,92.63,Not Returned,
TX1285,ORD1285,P1630,1,100.89,No,0.0,7.57,108.46,Not Returned,
TX1285,ORD1285,P1292,2,232.82,Yes,51.39,3.28,184.71,Not Returned,
TX1286,ORD1286,P1709,2,252.94,No,0.0,22.12,275.06,Not Returned,
TX1286,ORD1286,P1176,1,49.21,No,0.0,4.54,53.75,Not Returned,
TX1286,ORD1286,P1269,2,49.74,Yes,6.75,2.63,45.62,Not Returned,
TX1287,ORD1287,P1541,3,46.14,No,0.0,14.98,61.12,Not Returned,
TX1287,ORD1287,P1281,1,126.1,Yes,32.68,12.12,105.54,Returned,2025-05-29 23:40:49
TX1287,ORD1287,P1752,3,111.48,No,0.0,20.97,132.45,Not Returned,
TX1288,ORD1288,P1959,1,48.2,No,0.0,0.45,48.65,Not Returned,
TX1288,ORD1288,P1889,3,288.33,Yes,84.63,21.49,225.19,Not Returned,
TX1289,ORD1289,P1895,2,220.06,No,0.0,13.8,233.86,Not Returned,
TX1290,ORD1290,P1302,2,225.8,Yes,41.24,21.21,205.77,Not Returned,
TX1290,ORD1290,P1073,3,64.53,No,0.0,14.85,79.38,Not Returned,
TX1291,ORD1291,P1947,2,24.14,No,0.0,15.33,39.47,Not Returned,
TX1291,ORD1291,P1553,1,16.48,Yes,2.61,2.85,16.72,Not Returned,
TX1292,ORD1292,P1802,3,82.89,Yes,9.86,8.72,81.75,Not Returned,
TX1292,ORD1292,P1261,3,900.51,Yes,209.81,22.37,713.07,Not Returned,
TX1293,ORD1293,P1143,2,159.4,Yes,24.73,22.55,157.22,Not Returned,
TX1293,ORD1293,P1358,2,108.62,No,0.0,15.32,123.94,Not Returned,
TX1293,ORD1293,P1133,1,121.1,No,0.0,23.75,144.85,Not Returned,
TX1294,ORD1294,P1043,3,1199.43,Yes,356.15,7.52,850.8,Not Returned,
TX1294,ORD1294,P1253,3,510.12,No,0.0,9.25,519.37,Not Returned,
TX1295,ORD1295,P1977,2,122.76,Yes,25.97,8.4,105.19,Not Returned,
TX1295,ORD1295,P1760,3,240.42,No,0.0,7.83,248.25,Not Returned,
TX1295,ORD1295,P1607,2,365.38,Yes,62.0,5.93,309.31,Not Returned,
TX1296,ORD1296,P1857,3,448.02,No,0.0,7.19,455.21,Not Returned,
TX1296,ORD1296,P1668,1,447.66,Yes,98.77,14.07,362.96,Not Returned,
TX1297,ORD1297,P1337,3,508.74,No,0.0,15.14,523.88,Not Returned,
TX1297,ORD1297,P1027,3,120.18,No,0.0,22.32,142.5,Returned,2025-04-23 10:27:02
TX1297,ORD1297,P1662,1,77.77,Yes,21.15,10.69,67.31,Not Returned,
TX1298,ORD1298,P1191,1,11.76,No,0.0,2.13,13.89,Not Returned,
TX1298,ORD1298,P1434,1,38.57,Yes,11.53,19.7,46.74,Not Returned,
TX1298,ORD1298,P1598,3,30.03,Yes,7.83,6.63,28.83,Not Returned,
TX1299,ORD1299,P1242,3,780.81,No,0.0,23.72,804.53,Not Returned,
TX1300,ORD1300,P1577,2,245.84,No,0.0,23.36,269.2,Not Returned,
TX1300,ORD1300,P1725,3,40.26,Yes,9.46,8.61,39.41,Returned,2025-04-19 00:29:42
TX1300,ORD1300,P1318,2,99.3,Yes,12.79,16.44,102.95,Returned,2025-04-25 00:29:42
TX1301,ORD1301,P1008,1,28.02,No,0.0,1.75,29.77,Not Returned,
TX1301,ORD1301,P1309,1,21.92,Yes,3.27,9.21,27.86,Not Returned,
TX1301,ORD1301,P1437,3,348.66,Yes,86.01,20.38,283.03,Not Returned,
TX1302,ORD1302,P1951,3,95.34,No,0.0,1.72,97.06,Not Returned,
TX1302,ORD1302,P1559,2,117.02,Yes,14.3,18.19,120.91,Not Returned,
TX1302,ORD1302,P1434,2,77.14,No,0.0,9.7,86.84,Not Returned,
TX1303,ORD1303,P1664,2,168.92,Yes,43.51,3.73,129.14,Not Returned,
TX1303,ORD1303,P1380,3,384.87,No,0.0,12.0,396.87,Not Returned,
TX1303,ORD1303,P1179,3,415.08,Yes,78.09,1.61,338.6,Not Returned,
TX1304,ORD1304,P1006,1,76.14,No,0.0,5.83,81.97,Not Returned,
TX1305,ORD1305,P1772,1,58.65,Yes,15.65,7.74,50.74,Returned,2025-05-06 05:34:02
TX1306,ORD1306,P1792,1,64.85,Yes,17.07,17.65,65.43,Returned,2025-04-30 12:54:14
TX1306,ORD1306,P1656,3,178.35,Yes,33.25,13.43,158.53,Not Returned,
TX1306,ORD1306,P1408,1,20.53,Yes,3.34,2.36,19.55,Not Returned,
TX1307,ORD1307,P1436,3,395.85,Yes,105.42,19.61,310.04,Not Returned,
TX1308,ORD1308,P1856,1,300.7,No,0.0,21.53,322.23,Not Returned,
