campaign_id,channel,touchpoint_type,touch_date,campaign_medium,utm_source,utm_campaign,touchpoint_status,conversion_flag,time_to_conversion,creative_id,segment_id,frequency,reach,click_through_rate,cost_per_click,landing_page_url
CAM1002,social,video,2025-03-09 23:04:29,cpv,linkedin,utm_586,seen,0,,CR495,S316,5,6375,0.031,0.78,https://robles.com/
CAM1005,display,video,2025-05-13 20:04:37,cpv,mailchimp,utm_396,clicked,0,,CR899,S139,4,3300,0.03,2.11,http://www.chapman-hendrix.info/
CAM1002,display,banner,2025-05-09 00:40:23,cpv,linkedin,utm_478,seen,0,,CR147,S235,3,6624,0.198,2.35,https://www.baxter.org/
CAM1005,display,popup,2025-04-27 19:40:20,cpc,google,utm_642,seen,0,,CR664,S750,1,1990,0.097,1.76,https://galvan.info/
CAM1002,social,video,2025-03-14 02:21:47,cpc,mailchimp,utm_612,seen,0,,CR627,S802,2,9820,0.038,0.25,https://little.com/
CAM1003,search,popup,2025-03-15 07:10:30,cpv,linkedin,utm_719,converted,1,2.0,CR992,S777,3,9490,0.148,2.31,http://www.harris.com/
CAM1004,display,popup,2025-05-11 09:38:34,cpm,mailchimp,utm_887,seen,0,,CR396,S172,4,2701,0.063,4.51,https://jordan.org/
CAM1002,display,text,2025-05-10 19:50:57,cpv,linkedin,utm_127,converted,1,20.0,CR583,S478,4,8952,0.114,2.58,https://www.spencer-beltran.com/
CAM1007,display,text,2025-04-05 18:39:26,cpc,linkedin,utm_147,converted,1,47.0,CR771,S393,3,2673,0.192,0.97,https://www.anderson-powers.com/
CAM1001,search,banner,2025-04-18 21:09:11,cpv,linkedin,utm_651,seen,0,,CR954,S783,3,9559,0.038,1.75,https://robles-whitney.com/
CAM1005,search,text,2025-03-05 13:51:55,cpc,linkedin,utm_962,converted,1,29.0,CR791,S531,2,3268,0.082,4.42,http://torres-richardson.info/
CAM1003,email,text,2025-04-02 20:51:12,cpc,google,utm_501,seen,0,,CR939,S881,2,3514,0.13,4.62,http://www.rodriguez.com/
CAM1001,social,popup,2025-05-30 17:54:12,cpv,linkedin,utm_266,converted,1,17.0,CR991,S501,2,9196,0.177,1.6,https://mendez.org/
CAM1000,search,popup,2025-05-11 05:02:19,cpv,facebook,utm_951,clicked,0,,CR102,S633,5,9760,0.123,4.28,http://santana-sanders.com/
CAM1004,search,popup,2025-03-24 13:59:21,cpm,google,utm_232,seen,0,,CR892,S903,2,9806,0.117,3.49,https://www.jackson-lee.net/
CAM1001,display,popup,2025-04-22 07:43:06,cpc,linkedin,utm_193,converted,1,5.0,CR724,S670,5,8411,0.047,0.16,https://www.hurst.com/
CAM1006,social,video,2025-05-03 14:23:17,cpv,google,utm_352,converted,1,22.0,CR657,S314,1,3624,0.093,3.59,http://www.bowers.com/
CAM1000,display,video,2025-04-01 22:30:43,cpv,mailchimp,utm_616,seen,0,,CR180,S326,1,4508,0.031,2.38,http://www.lynch-mcguire.com/
CAM1002,display,text,2025-04-01 13:18:15,cpv,google,utm_153,converted,1,25.0,CR286,S108,2,3959,0.031,2.58,http://english.com/
CAM1000,search,banner,2025-03-02 03:31:53,cpm,facebook,utm_232,seen,0,,CR177,S620,4,7179,0.143,3.5,http://www.jones.net/
CAM1005,social,banner,2025-03-28 19:50:23,cpc,google,utm_436,seen,0,,CR973,S968,1,1307,0.063,1.23,http://zhang-ramirez.com/
CAM1006,email,banner,2025-05-29 00:16:29,cpc,mailchimp,utm_640,converted,1,12.0,CR936,S764,2,8162,0.079,2.66,https://simmons-petersen.com/
CAM1001,email,banner,2025-05-19 13:27:18,cpm,google,utm_310,seen,0,,CR558,S887,3,5243,0.09,2.05,https://www.morrison-robinson.net/
CAM1006,social,banner,2025-03-11 09:41:05,cpc,google,utm_575,seen,0,,CR631,S485,2,2951,0.03,1.71,http://schneider.com/
CAM1002,search,text,2025-04-22 02:26:26,cpm,mailchimp,utm_673,converted,1,6.0,CR372,S571,5,4328,0.075,1.48,https://moss.biz/
CAM1006,social,banner,2025-04-26 22:14:17,cpv,google,utm_312,clicked,0,,CR873,S866,3,2451,0.104,0.71,http://www.kaiser-edwards.org/
CAM1004,email,video,2025-05-08 06:17:22,cpm,mailchimp,utm_652,clicked,0,,CR246,S615,4,5831,0.15,0.13,http://hill.com/
CAM1004,social,banner,2025-03-25 15:22:50,cpm,linkedin,utm_248,clicked,0,,CR287,S219,2,7171,0.164,3.1,https://www.patrick.org/
CAM1005,social,popup,2025-04-22 11:19:58,cpc,mailchimp,utm_518,seen,0,,CR969,S123,2,5263,0.052,1.59,https://adams.net/
CAM1006,social,text,2025-05-02 23:34:28,cpc,mailchimp,utm_378,seen,0,,CR205,S893,3,2619,0.079,1.92,http://boyd.org/
CAM1007,display,video,2025-05-16 22:18:23,cpv,linkedin,utm_392,seen,0,,CR632,S207,2,3735,0.027,3.82,http://www.galloway.net/
CAM1006,search,banner,2025-04-18 13:00:45,cpm,mailchimp,utm_439,converted,1,31.0,CR160,S550,5,6146,0.057,2.52,http://acevedo.com/
CAM1002,search,banner,2025-03-17 17:43:36,cpm,facebook,utm_761,clicked,0,,CR793,S687,1,2898,0.165,4.11,http://www.thomas.com/
CAM1001,email,banner,2025-03-02 10:43:34,cpc,facebook,utm_966,converted,1,33.0,CR728,S718,2,9583,0.182,1.72,http://www.small.com/
CAM1005,search,text,2025-05-07 03:41:46,cpc,linkedin,utm_904,seen,0,,CR846,S200,4,2405,0.052,2.64,https://gray-williams.com/
CAM1005,display,video,2025-04-19 07:32:48,cpc,linkedin,utm_463,seen,0,,CR783,S326,4,7550,0.169,2.68,https://smith.com/
CAM1007,email,banner,2025-03-19 09:13:09,cpv,linkedin,utm_303,converted,1,14.0,CR698,S811,3,7325,0.02,3.57,https://roberts.com/
CAM1004,social,text,2025-05-27 03:53:17,cpm,mailchimp,utm_356,seen,0,,CR151,S200,3,6466,0.154,0.47,https://sanchez.com/
CAM1003,display,banner,2025-05-16 07:54:21,cpv,google,utm_931,clicked,0,,CR772,S365,2,5289,0.169,4.72,https://logan-miranda.net/
CAM1001,search,text,2025-05-02 06:50:13,cpc,facebook,utm_530,converted,1,26.0,CR118,S388,4,1911,0.099,4.8,http://www.parker-cline.org/
CAM1007,social,banner,2025-03-31 17:14:50,cpc,google,utm_167,converted,1,41.0,CR957,S471,5,7381,0.189,4.09,http://www.gonzalez.info/
CAM1001,search,video,2025-05-21 02:23:33,cpv,google,utm_841,clicked,0,,CR346,S873,1,7159,0.021,0.11,https://www.wood.com/
CAM1001,email,banner,2025-05-12 01:26:18,cpv,linkedin,utm_562,seen,0,,CR890,S728,5,1701,0.033,3.4,https://rivera.com/
CAM1004,email,text,2025-04-12 07:44:52,cpm,facebook,utm_795,clicked,0,,CR978,S415,4,7246,0.148,0.68,https://adams-jones.biz/
CAM1003,social,video,2025-05-28 22:45:38,cpm,linkedin,utm_893,converted,1,15.0,CR637,S628,4,4785,0.138,1.0,https://fletcher.com/
CAM1001,social,video,2025-03-28 09:33:22,cpc,mailchimp,utm_647,seen,0,,CR593,S936,4,1140,0.128,2.49,http://nguyen.org/
CAM1007,search,popup,2025-03-27 02:29:59,cpc,facebook,utm_586,clicked,0,,CR471,S759,5,6817,0.079,0.98,https://www.gilbert.com/
CAM1001,display,text,2025-04-11 17:43:53,cpv,facebook,utm_909,clicked,0,,CR726,S813,1,9312,0.028,2.11,https://www.spencer-gray.org/
CAM1005,search,popup,2025-04-24 19:37:02,cpm,mailchimp,utm_430,clicked,0,,CR202,S630,3,9810,0.107,4.68,https://www.lawson-glover.net/
CAM1001,social,banner,2025-03-23 17:26:44,cpv,mailchimp,utm_255,seen,0,,CR757,S583,3,8750,0.141,1.24,https://www.rice-fleming.info/
CAM1003,display,popup,2025-05-15 21:14:06,cpm,facebook,utm_322,seen,0,,CR884,S464,1,8195,0.1,0.83,http://watson.biz/
CAM1006,social,video,2025-03-18 12:51:07,cpv,linkedin,utm_565,seen,0,,CR494,S797,4,5357,0.198,0.91,https://hudson.com/
CAM1005,display,popup,2025-05-07 07:18:15,cpc,linkedin,utm_245,seen,0,,CR674,S179,4,6904,0.115,2.0,http://www.harding.biz/
CAM1005,email,video,2025-05-25 13:17:49,cpc,facebook,utm_882,clicked,0,,CR228,S629,5,1816,0.19,1.49,https://boyd.biz/
CAM1000,social,text,2025-03-02 10:14:09,cpv,facebook,utm_935,converted,1,31.0,CR966,S811,4,2798,0.069,4.5,https://www.bond.org/
CAM1007,social,text,2025-04-05 18:46:09,cpm,facebook,utm_946,clicked,0,,CR740,S879,5,6988,0.045,0.34,http://www.ward-dixon.com/
CAM1004,email,text,2025-04-14 17:12:26,cpc,google,utm_210,clicked,0,,CR903,S687,2,5192,0.026,4.06,https://mccarthy-lambert.com/
CAM1006,display,banner,2025-04-17 09:46:10,cpc,google,utm_928,clicked,0,,CR209,S978,4,7583,0.094,0.43,https://lopez.net/
CAM1006,search,text,2025-03-15 01:04:00,cpc,facebook,utm_795,seen,0,,CR925,S889,3,3008,0.178,2.51,https://www.marquez.com/
CAM1004,social,video,2025-03-18 04:30:03,cpv,linkedin,utm_138,converted,1,36.0,CR590,S918,3,3554,0.107,4.87,http://www.hahn.info/
CAM1001,display,video,2025-03-06 04:25:06,cpc,linkedin,utm_763,seen,0,,CR144,S816,4,8758,0.122,1.53,https://hendricks-garcia.net/
CAM1000,display,popup,2025-04-03 15:39:47,cpv,facebook,utm_490,seen,0,,CR910,S895,4,2241,0.058,1.29,https://bass-williams.biz/
CAM1006,display,popup,2025-05-15 16:22:19,cpv,facebook,utm_601,seen,0,,CR362,S114,5,8574,0.032,2.01,http://www.thomas.com/
CAM1005,social,text,2025-05-08 23:08:03,cpm,linkedin,utm_351,clicked,0,,CR973,S491,4,4412,0.069,4.05,http://www.chen.com/
CAM1006,email,video,2025-04-09 19:23:22,cpv,linkedin,utm_392,seen,0,,CR589,S231,5,2073,0.191,4.16,https://www.jackson-wilcox.com/
CAM1006,social,video,2025-05-22 07:05:37,cpc,facebook,utm_285,seen,0,,CR690,S591,3,8661,0.037,1.0,https://www.martin.com/
CAM1007,social,text,2025-03-01 11:47:00,cpm,linkedin,utm_751,seen,0,,CR490,S986,2,7757,0.092,1.0,http://www.meyer-dougherty.net/
CAM1007,search,video,2025-03-18 17:52:50,cpv,google,utm_446,seen,0,,CR617,S819,4,6872,0.091,1.55,http://chavez.com/
CAM1001,search,text,2025-04-07 19:34:05,cpv,google,utm_171,seen,0,,CR920,S297,1,1906,0.05,4.46,https://www.jones-hartman.net/
CAM1005,display,banner,2025-05-02 06:45:27,cpc,google,utm_161,seen,0,,CR706,S599,2,6991,0.138,1.02,http://www.andrews.org/
CAM1003,social,video,2025-03-18 06:46:14,cpc,facebook,utm_406,seen,0,,CR623,S229,5,2897,0.163,2.89,https://www.miller.com/
CAM1003,social,banner,2025-05-12 05:20:18,cpv,facebook,utm_757,clicked,0,,CR568,S749,1,9138,0.185,2.57,https://www.brown-hudson.com/
CAM1007,social,popup,2025-03-05 06:10:41,cpv,linkedin,utm_911,seen,0,,CR412,S120,4,2231,0.088,1.01,http://pacheco.com/
CAM1006,social,popup,2025-05-06 01:38:45,cpc,facebook,utm_596,seen,0,,CR112,S736,2,8824,0.066,4.59,http://www.scott-haynes.com/
CAM1002,social,text,2025-05-25 04:09:21,cpc,google,utm_704,clicked,0,,CR671,S783,3,8280,0.148,4.74,https://carter.org/
CAM1007,social,text,2025-04-20 16:07:19,cpv,linkedin,utm_577,clicked,0,,CR883,S484,1,1997,0.034,4.34,https://peters.com/
CAM1001,social,banner,2025-03-13 18:25:44,cpm,google,utm_502,converted,1,30.0,CR327,S367,3,7817,0.069,1.06,https://miranda-gutierrez.com/
CAM1004,social,video,2025-04-30 14:58:10,cpc,mailchimp,utm_163,seen,0,,CR362,S390,4,5938,0.081,2.54,http://ballard.com/
CAM1000,display,popup,2025-03-21 16:49:57,cpv,mailchimp,utm_694,seen,0,,CR235,S924,1,2795,0.065,2.33,http://www.cook-hernandez.net/
CAM1001,email,video,2025-05-04 11:12:13,cpc,google,utm_744,clicked,0,,CR373,S873,2,6851,0.115,0.81,https://www.white.com/
CAM1002,search,text,2025-04-12 12:15:55,cpc,mailchimp,utm_992,converted,1,40.0,CR669,S269,5,9756,0.097,3.58,https://www.savage-hernandez.net/
CAM1000,email,banner,2025-03-06 20:55:05,cpv,google,utm_992,seen,0,,CR218,S388,3,6754,0.186,0.6,https://graham.org/
CAM1003,email,popup,2025-04-23 04:49:28,cpm,google,utm_285,seen,0,,CR235,S112,2,9382,0.072,0.31,http://galvan-gordon.net/
CAM1002,search,popup,2025-03-30 11:31:54,cpc,linkedin,utm_975,seen,0,,CR444,S969,2,2144,0.065,2.85,http://reyes.com/
CAM1003,display,banner,2025-04-09 09:47:50,cpc,google,utm_372,seen,0,,CR116,S417,4,5470,0.189,4.46,http://www.cook-griffin.info/
CAM1006,display,popup,2025-05-30 00:05:40,cpc,linkedin,utm_148,seen,0,,CR301,S998,3,6090,0.169,2.78,https://www.ward-harvey.com/
CAM1002,social,popup,2025-03-08 18:33:25,cpv,google,utm_499,clicked,0,,CR122,S486,2,8224,0.109,3.98,https://harris.com/
CAM1002,search,text,2025-04-27 16:16:32,cpm,google,utm_669,seen,0,,CR609,S730,2,2028,0.133,4.63,http://rodriguez-snyder.com/
CAM1007,email,popup,2025-05-10 22:28:03,cpv,mailchimp,utm_186,clicked,0,,CR737,S882,3,5207,0.019,2.54,http://www.garcia.com/
CAM1006,search,text,2025-04-14 22:10:06,cpm,google,utm_810,clicked,0,,CR864,S620,4,6588,0.12,1.74,https://www.andersen.com/
CAM1001,social,banner,2025-05-08 08:48:38,cpm,google,utm_371,clicked,0,,CR196,S558,4,8105,0.018,3.64,https://mcdaniel.com/
CAM1007,display,banner,2025-05-01 12:58:04,cpm,facebook,utm_417,seen,0,,CR973,S646,2,5939,0.111,1.64,http://oliver.com/
CAM1001,search,text,2025-05-07 19:55:54,cpv,facebook,utm_965,seen,0,,CR326,S716,2,5598,0.143,1.38,http://www.orozco.com/
CAM1005,email,banner,2025-03-18 16:39:07,cpv,google,utm_771,converted,1,36.0,CR279,S311,4,8919,0.061,4.97,https://howard.biz/
CAM1000,email,video,2025-05-13 17:52:18,cpm,linkedin,utm_766,clicked,0,,CR949,S795,2,4120,0.061,3.57,http://www.rodriguez-lewis.com/
CAM1003,display,video,2025-05-28 00:18:40,cpv,facebook,utm_877,clicked,0,,CR387,S941,3,9186,0.182,2.42,https://schultz-williamson.com/
CAM1003,email,video,2025-04-12 12:45:27,cpv,facebook,utm_506,seen,0,,CR908,S547,3,1787,0.194,0.26,https://www.garcia-ramos.com/
CAM1005,display,text,2025-05-21 23:53:07,cpv,linkedin,utm_416,seen,0,,CR910,S954,3,6432,0.048,3.62,http://pierce.org/
CAM1000,social,video,2025-05-05 10:42:00,cpm,linkedin,utm_417,seen,0,,CR368,S575,4,9631,0.124,0.85,https://www.estrada.com/
CAM1001,social,video,2025-03-01 22:39:20,cpv,facebook,utm_303,clicked,0,,CR858,S120,4,6317,0.123,4.28,https://howell.com/
CAM1000,social,banner,2025-03-20 17:38:17,cpm,google,utm_428,clicked,0,,CR718,S446,1,2971,0.078,0.11,http://www.bailey-pace.com/
CAM1006,display,video,2025-04-11 14:15:48,cpv,linkedin,utm_510,clicked,0,,CR970,S326,4,3771,0.136,3.5,http://jones.org/
CAM1002,social,popup,2025-05-28 08:07:16,cpm,linkedin,utm_209,clicked,0,,CR831,S694,1,3597,0.19,1.87,http://www.rogers.net/
CAM1000,social,popup,2025-04-04 20:56:11,cpv,linkedin,utm_642,clicked,0,,CR357,S378,2,8189,0.027,4.91,https://www.parks-peterson.com/
CAM1006,display,popup,2025-04-05 01:59:49,cpv,linkedin,utm_459,seen,0,,CR909,S589,4,7102,0.053,2.76,https://www.brown.org/
CAM1001,social,popup,2025-04-26 01:55:35,cpc,mailchimp,utm_608,clicked,0,,CR361,S960,1,3210,0.158,2.92,http://www.duncan-hahn.net/
CAM1003,search,video,2025-03-06 16:59:24,cpv,google,utm_473,seen,0,,CR536,S804,5,4075,0.023,2.02,http://gonzales.com/
CAM1006,display,text,2025-04-16 12:06:32,cpm,google,utm_688,seen,0,,CR115,S860,4,5997,0.021,3.63,https://www.preston.com/
CAM1001,display,video,2025-03-30 18:47:42,cpc,google,utm_416,clicked,0,,CR326,S926,5,6527,0.102,3.18,https://www.smith.info/
CAM1004,search,text,2025-04-06 14:25:11,cpv,linkedin,utm_339,clicked,0,,CR189,S613,2,6919,0.041,4.26,http://smith-martin.com/
CAM1006,search,banner,2025-05-20 10:24:37,cpc,google,utm_287,seen,0,,CR789,S374,2,8221,0.198,3.69,http://www.lewis-gray.com/
CAM1003,search,banner,2025-03-13 14:56:25,cpv,mailchimp,utm_927,clicked,0,,CR425,S682,3,1054,0.121,2.67,https://www.rodriguez-medina.com/
CAM1006,search,text,2025-04-26 12:25:17,cpv,google,utm_950,seen,0,,CR159,S401,1,4988,0.07,3.81,http://www.valentine.com/
CAM1000,search,video,2025-03-30 21:01:42,cpm,linkedin,utm_255,clicked,0,,CR542,S322,1,4535,0.197,0.91,https://www.smith.org/
CAM1004,social,text,2025-03-04 20:49:10,cpm,facebook,utm_388,clicked,0,,CR322,S448,1,5457,0.187,3.63,https://www.sanchez-walsh.net/
CAM1007,social,text,2025-04-23 23:04:29,cpc,facebook,utm_779,converted,1,11.0,CR372,S450,1,2316,0.129,2.96,https://smith.com/
CAM1004,social,video,2025-04-07 06:50:44,cpv,facebook,utm_393,clicked,0,,CR728,S597,3,7124,0.054,0.25,https://norton.com/
CAM1001,social,popup,2025-03-28 08:09:07,cpc,facebook,utm_831,converted,1,20.0,CR341,S123,1,6390,0.149,2.92,https://webster-ferrell.net/
CAM1001,display,video,2025-05-16 16:43:37,cpc,mailchimp,utm_876,clicked,0,,CR473,S161,5,6142,0.098,0.76,https://valencia.org/
CAM1007,display,banner,2025-05-14 20:42:50,cpc,mailchimp,utm_881,clicked,0,,CR333,S207,1,3117,0.043,1.74,https://foster.com/
CAM1007,social,text,2025-04-10 16:31:40,cpv,google,utm_770,seen,0,,CR110,S366,3,3508,0.187,0.99,http://www.thomas.com/
CAM1005,display,banner,2025-03-25 20:08:15,cpm,mailchimp,utm_878,seen,0,,CR995,S932,3,9165,0.093,2.06,https://neal.com/
CAM1001,social,banner,2025-05-28 02:14:03,cpm,facebook,utm_836,seen,0,,CR396,S874,3,1217,0.189,4.06,https://www.owen.com/
CAM1002,display,popup,2025-05-09 07:01:41,cpm,mailchimp,utm_495,converted,1,18.0,CR558,S194,4,9853,0.178,1.42,http://www.reynolds.com/
CAM1005,display,popup,2025-05-02 19:42:02,cpc,linkedin,utm_156,seen,0,,CR924,S387,1,1131,0.156,1.77,http://www.meadows-warren.com/
CAM1006,social,text,2025-04-20 16:56:23,cpc,facebook,utm_274,seen,0,,CR800,S556,3,9030,0.185,0.19,https://www.diaz.com/
CAM1005,email,popup,2025-04-18 20:23:04,cpv,mailchimp,utm_195,seen,0,,CR371,S959,1,3213,0.154,2.63,https://www.watson.org/
CAM1006,email,banner,2025-05-25 12:14:13,cpm,google,utm_249,seen,0,,CR468,S347,5,2647,0.15,5.0,https://kaufman.biz/
CAM1005,display,popup,2025-04-23 23:36:14,cpv,google,utm_695,seen,0,,CR167,S543,5,2651,0.105,1.17,http://www.stark-mendoza.org/
CAM1006,search,popup,2025-05-23 07:28:17,cpv,facebook,utm_781,clicked,0,,CR763,S182,5,7345,0.176,0.49,http://www.werner.org/
CAM1000,email,video,2025-04-16 13:31:48,cpc,google,utm_650,seen,0,,CR622,S329,2,3097,0.154,4.43,http://ali-collins.com/
CAM1003,social,video,2025-05-03 19:45:06,cpm,facebook,utm_330,clicked,0,,CR117,S942,2,1130,0.123,2.97,http://www.bowen.com/
CAM1000,social,popup,2025-03-01 02:50:27,cpv,mailchimp,utm_661,converted,1,27.0,CR121,S909,2,1046,0.016,4.8,http://www.lewis.com/
CAM1000,social,video,2025-03-14 03:12:09,cpm,mailchimp,utm_598,seen,0,,CR774,S688,4,8581,0.156,1.34,http://www.davis-ramirez.com/
CAM1002,email,text,2025-05-03 13:52:23,cpc,facebook,utm_949,converted,1,6.0,CR740,S842,4,9934,0.055,2.81,http://www.dalton.com/
CAM1007,email,popup,2025-04-26 01:08:48,cpv,mailchimp,utm_713,clicked,0,,CR711,S678,2,9099,0.179,3.4,http://www.martinez.com/
CAM1000,display,video,2025-05-01 13:25:45,cpv,linkedin,utm_269,clicked,0,,CR267,S338,1,3403,0.112,1.88,http://www.giles-dominguez.com/
CAM1005,display,video,2025-05-22 18:10:42,cpm,linkedin,utm_314,clicked,0,,CR513,S288,4,8094,0.127,4.23,http://www.gonzales.com/
CAM1005,display,video,2025-03-24 15:51:37,cpv,facebook,utm_758,seen,0,,CR501,S964,4,5946,0.065,1.72,https://www.roach.net/
CAM1003,display,banner,2025-03-10 01:57:25,cpv,linkedin,utm_134,seen,0,,CR785,S718,3,6789,0.083,1.19,https://russell.com/
CAM1005,social,text,2025-03-01 06:43:28,cpc,linkedin,utm_139,converted,1,46.0,CR188,S489,4,2643,0.127,4.88,http://mcguire.info/
CAM1003,social,text,2025-04-14 14:56:34,cpc,linkedin,utm_944,seen,0,,CR100,S457,5,6899,0.063,0.62,https://davis.com/
CAM1006,email,banner,2025-05-06 09:20:21,cpm,facebook,utm_596,seen,0,,CR818,S679,3,5205,0.06,1.48,http://www.davis.com/
CAM1002,email,text,2025-04-15 14:25:31,cpv,google,utm_123,converted,1,8.0,CR139,S894,3,1518,0.169,3.12,https://williams.net/
CAM1003,social,video,2025-03-22 04:22:20,cpc,linkedin,utm_367,converted,1,31.0,CR562,S491,3,8664,0.146,0.97,http://www.wright-sanford.net/
CAM1003,email,popup,2025-05-19 17:29:00,cpm,mailchimp,utm_224,seen,0,,CR492,S696,5,4158,0.095,0.84,https://www.hughes.com/
CAM1000,social,banner,2025-03-12 12:09:39,cpc,facebook,utm_535,clicked,0,,CR201,S435,4,2279,0.14,2.73,https://mason.biz/
CAM1004,display,popup,2025-04-24 02:19:24,cpc,linkedin,utm_227,converted,1,46.0,CR199,S262,5,5079,0.166,3.64,https://stevens-mullins.com/
CAM1006,social,banner,2025-04-07 04:50:18,cpv,facebook,utm_236,seen,0,,CR767,S521,4,8535,0.108,1.89,http://miller.biz/
CAM1000,social,popup,2025-04-05 03:38:22,cpc,google,utm_285,seen,0,,CR848,S633,1,7703,0.166,3.41,https://www.perkins-maxwell.com/
CAM1005,email,banner,2025-03-30 04:13:22,cpc,facebook,utm_856,converted,1,38.0,CR364,S336,4,8872,0.198,3.56,http://myers-gonzalez.com/
CAM1004,social,video,2025-04-28 16:57:28,cpv,facebook,utm_628,seen,0,,CR710,S658,3,3949,0.152,3.76,http://www.butler.biz/
CAM1002,social,text,2025-03-17 05:46:42,cpv,facebook,utm_615,clicked,0,,CR392,S343,4,2883,0.102,4.4,https://www.bradford.com/
CAM1006,email,popup,2025-04-12 02:55:12,cpc,facebook,utm_266,seen,0,,CR408,S340,3,7041,0.151,2.84,http://www.schmitt-scott.biz/
CAM1003,search,video,2025-05-04 14:38:41,cpc,linkedin,utm_317,seen,0,,CR408,S924,3,2244,0.182,0.23,http://peters.com/
CAM1006,display,text,2025-05-05 22:35:56,cpc,linkedin,utm_909,seen,0,,CR323,S536,5,1209,0.173,0.69,http://clements.biz/
CAM1006,email,banner,2025-03-15 07:44:38,cpc,google,utm_221,clicked,0,,CR492,S547,4,3076,0.165,1.26,http://miller.com/
CAM1000,search,video,2025-03-22 10:02:33,cpv,google,utm_984,converted,1,9.0,CR797,S871,2,7550,0.099,2.31,http://clay.com/
CAM1003,email,banner,2025-04-14 18:03:06,cpm,google,utm_687,seen,0,,CR312,S761,3,3093,0.031,1.3,http://brown.com/
CAM1001,display,text,2025-03-20 15:24:33,cpv,linkedin,utm_387,seen,0,,CR297,S143,4,9419,0.097,0.91,http://www.miller.net/
CAM1005,email,text,2025-04-18 11:56:18,cpc,google,utm_451,seen,0,,CR696,S733,5,7987,0.064,4.37,https://www.baird-adams.info/
CAM1000,display,video,2025-05-15 13:42:53,cpv,linkedin,utm_810,seen,0,,CR766,S521,4,5497,0.033,1.11,https://rivera-chavez.org/
CAM1003,social,popup,2025-05-09 03:19:40,cpv,mailchimp,utm_159,clicked,0,,CR870,S552,3,9666,0.092,3.19,https://ward.biz/
CAM1002,search,popup,2025-04-05 23:50:14,cpv,mailchimp,utm_539,seen,0,,CR398,S400,4,8758,0.02,2.22,https://hughes-chandler.net/
CAM1000,email,popup,2025-04-07 02:50:29,cpm,google,utm_738,seen,0,,CR896,S790,3,3113,0.168,3.16,http://bullock.com/
CAM1002,search,popup,2025-03-18 04:38:01,cpm,mailchimp,utm_113,seen,0,,CR356,S936,1,7257,0.195,1.36,https://johnson-wolfe.com/
CAM1002,social,banner,2025-04-25 14:27:22,cpm,facebook,utm_243,clicked,0,,CR449,S755,4,6531,0.03,2.8,https://miller.org/
CAM1001,search,text,2025-03-14 20:16:16,cpm,facebook,utm_840,converted,1,1.0,CR858,S155,5,3294,0.039,1.27,https://james.com/
CAM1000,email,text,2025-05-22 20:40:45,cpm,linkedin,utm_686,converted,1,22.0,CR331,S206,1,7118,0.065,1.81,http://www.berg-hill.com/
CAM1000,display,text,2025-04-05 17:22:07,cpm,google,utm_120,clicked,0,,CR513,S616,5,8943,0.102,2.49,http://cruz.com/
CAM1006,display,text,2025-05-04 19:50:55,cpm,facebook,utm_286,seen,0,,CR223,S142,1,2541,0.163,2.69,https://www.sparks.biz/
CAM1007,search,video,2025-05-19 06:45:52,cpc,facebook,utm_989,seen,0,,CR460,S474,2,8008,0.035,3.56,http://mercado-lewis.com/
CAM1004,display,text,2025-04-13 23:06:45,cpc,facebook,utm_357,seen,0,,CR237,S577,5,9646,0.062,0.45,https://www.townsend.com/
CAM1004,display,banner,2025-03-03 21:52:34,cpc,mailchimp,utm_531,seen,0,,CR367,S603,4,6423,0.187,0.27,http://short.com/
CAM1005,display,banner,2025-03-08 17:01:02,cpm,facebook,utm_862,seen,0,,CR235,S555,4,6304,0.09,1.06,https://hendricks.com/
CAM1004,email,popup,2025-03-31 21:46:32,cpm,facebook,utm_884,converted,1,37.0,CR878,S378,4,1706,0.012,2.3,http://www.ochoa-barrett.com/
CAM1000,social,video,2025-04-12 00:50:10,cpm,mailchimp,utm_238,seen,0,,CR197,S432,3,2582,0.183,2.88,https://richard-santos.info/
CAM1004,display,banner,2025-03-05 17:16:05,cpv,linkedin,utm_626,seen,0,,CR809,S852,2,4873,0.161,4.8,http://day.com/
CAM1004,email,video,2025-05-07 03:18:50,cpc,facebook,utm_627,clicked,0,,CR262,S932,5,5961,0.023,3.68,https://hoover.info/
CAM1006,social,banner,2025-03-13 19:42:53,cpv,facebook,utm_344,seen,0,,CR638,S988,3,3281,0.171,4.51,https://nguyen.com/
CAM1005,social,text,2025-03-28 01:19:07,cpm,mailchimp,utm_417,seen,0,,CR728,S495,5,7569,0.104,2.3,http://www.graves.net/
CAM1007,search,video,2025-03-07 02:31:30,cpc,linkedin,utm_313,seen,0,,CR778,S828,3,6178,0.071,0.22,http://banks-barrett.com/
CAM1004,display,text,2025-03-04 12:44:24,cpc,linkedin,utm_439,clicked,0,,CR385,S395,3,5706,0.129,2.27,http://www.gates-thompson.com/
CAM1007,social,popup,2025-03-07 09:07:17,cpc,google,utm_432,seen,0,,CR514,S678,1,2717,0.188,2.02,https://www.ford-bradford.com/
CAM1005,display,popup,2025-03-12 15:25:20,cpm,facebook,utm_613,seen,0,,CR141,S641,2,8674,0.035,1.18,https://www.turner.com/
CAM1007,email,popup,2025-05-14 16:27:27,cpm,mailchimp,utm_290,clicked,0,,CR972,S932,4,7546,0.124,3.17,http://drake.com/
